node_id,alias,expression_raw,expr_type,alias_table,field,primary_table
179,Организация,ВТ_ПенсионныеСчета_Орг_ПС_ТР.Организация,field_ref,ВТ_ПенсионныеСчета_Орг_ПС_ТР,Организация,ВТ_ПенсионныеСчета_Орг_ПС_ТР
179,ПенсионныйСчет,ВТ_ПенсионныеСчета_Орг_ПС_ТР.ПенсионныйСчет,field_ref,ВТ_ПенсионныеСчета_Орг_ПС_ТР,ПенсионныйСчет,ВТ_ПенсионныеСчета_Орг_ПС_ТР
179,ТипРезерва,ВТ_ПенсионныеСчета_Орг_ПС_ТР.ТипРезерва,field_ref,ВТ_ПенсионныеСчета_Орг_ПС_ТР,ТипРезерва,ВТ_ПенсионныеСчета_Орг_ПС_ТР
180,Организация,ВТ_ПенсионныеСчета_Орг_ПС_ТР.Организация,field_ref,ВТ_ПенсионныеСчета_Орг_ПС_ТР,Организация,ВТ_ПенсионныеСчета_Орг_ПС_ТР
180,ПенсионныйСчет,ВТ_ПенсионныеСчета_Орг_ПС_ТР.ПенсионныйСчет,field_ref,ВТ_ПенсионныеСчета_Орг_ПС_ТР,ПенсионныйСчет,ВТ_ПенсионныеСчета_Орг_ПС_ТР
180,ТипРезерва,ВТ_ПенсионныеСчета_Орг_ПС_ТР.ТипРезерва,field_ref,ВТ_ПенсионныеСчета_Орг_ПС_ТР,ТипРезерва,ВТ_ПенсионныеСчета_Орг_ПС_ТР
181,Организация,ВТ_ПенсионныеСчета_Орг_ПС_ТР.Организация,field_ref,ВТ_ПенсионныеСчета_Орг_ПС_ТР,Организация,ВТ_ПенсионныеСчета_Орг_ПС_ТР
181,ПенсионныйСчет,ВТ_ПенсионныеСчета_Орг_ПС_ТР.ПенсионныйСчет,field_ref,ВТ_ПенсионныеСчета_Орг_ПС_ТР,ПенсионныйСчет,ВТ_ПенсионныеСчета_Орг_ПС_ТР
181,ТипРезерва,ВТ_ПенсионныеСчета_Орг_ПС_ТР.ТипРезерва,field_ref,ВТ_ПенсионныеСчета_Орг_ПС_ТР,ТипРезерва,ВТ_ПенсионныеСчета_Орг_ПС_ТР
182,Организация,ВТ_ПенсионныеСчета_Орг_ПС_ТР.Организация,field_ref,ВТ_ПенсионныеСчета_Орг_ПС_ТР,Организация,ВТ_ПенсионныеСчета_Орг_ПС_ТР
182,ПенсионныйСчет,ВТ_ПенсионныеСчета_Орг_ПС_ТР.ПенсионныйСчет,field_ref,ВТ_ПенсионныеСчета_Орг_ПС_ТР,ПенсионныйСчет,ВТ_ПенсионныеСчета_Орг_ПС_ТР
182,ТипРезерва,ВТ_ПенсионныеСчета_Орг_ПС_ТР.ТипРезерва,field_ref,ВТ_ПенсионныеСчета_Орг_ПС_ТР,ТипРезерва,ВТ_ПенсионныеСчета_Орг_ПС_ТР
183,Организация,ВТ_ПенсионныеСчета_Орг_ПС_ТР.Организация,field_ref,ВТ_ПенсионныеСчета_Орг_ПС_ТР,Организация,ВТ_ПенсионныеСчета_Орг_ПС_ТР
183,ПенсионныйСчет,ВТ_ПенсионныеСчета_Орг_ПС_ТР.ПенсионныйСчет,field_ref,ВТ_ПенсионныеСчета_Орг_ПС_ТР,ПенсионныйСчет,ВТ_ПенсионныеСчета_Орг_ПС_ТР
183,ТипРезерва,ВТ_ПенсионныеСчета_Орг_ПС_ТР.ТипРезерва,field_ref,ВТ_ПенсионныеСчета_Орг_ПС_ТР,ТипРезерва,ВТ_ПенсионныеСчета_Орг_ПС_ТР
184,ТипРезерва,уп_РезервыОстатки.ТипРезерва,field_ref,уп_РезервыОстатки,ТипРезерва,РегистрНакопления.уп_Резервы.Остатки
184,ТипСуммы,уп_РезервыОстатки.ТипСуммы,field_ref,уп_РезервыОстатки,ТипСуммы,РегистрНакопления.уп_Резервы.Остатки
184,ПенсионныйСчет,уп_РезервыОстатки.НомерСчета,field_ref,уп_РезервыОстатки,НомерСчета,РегистрНакопления.уп_Резервы.Остатки
184,ОстатокВх,уп_РезервыОстатки.СуммаОстаток,field_ref,уп_РезервыОстатки,СуммаОстаток,РегистрНакопления.уп_Резервы.Остатки
184,ОстатокИсх,0,literal,,,
184,Взносы,0,literal,,,
184,ИнвестиционныйДоход,0,literal,,,
184,ПризнакИсхОстатка,ЛОЖЬ,literal,,,
184,ЗадолженностьПенсии,0,literal,,,
184,ИнвестДоходКФиксации,0,literal,,,
185,ТипРезерва,уп_РезервыОстатки.ТипРезерва,field_ref,уп_РезервыОстатки,ТипРезерва,РегистрНакопления.уп_Резервы.Остатки
185,ТипСуммы,уп_РезервыОстатки.ТипСуммы,field_ref,уп_РезервыОстатки,ТипСуммы,РегистрНакопления.уп_Резервы.Остатки
185,НомерСчета,уп_РезервыОстатки.НомерСчета,field_ref,уп_РезервыОстатки,НомерСчета,РегистрНакопления.уп_Резервы.Остатки
185,0,0,literal,,,
185,СуммаОстаток,уп_РезервыОстатки.СуммаОстаток,field_ref,уп_РезервыОстатки,СуммаОстаток,РегистрНакопления.уп_Резервы.Остатки
185,0,0,literal,,,
185,0,0,literal,,,
185,ИСТИНА,ИСТИНА,literal,,,
185,0,0,literal,,,
185,0,0,literal,,,
186,ТипРезерва,уп_ПоступленияОбороты.ТипРезерва,field_ref,уп_ПоступленияОбороты,ТипРезерва,РегистрНакопления.уп_Поступления.Обороты
186,ТипСуммы,уп_ПоступленияОбороты.ТипСуммы,field_ref,уп_ПоступленияОбороты,ТипСуммы,РегистрНакопления.уп_Поступления.Обороты
186,НомерСчета,уп_ПоступленияОбороты.НомерСчета,field_ref,уп_ПоступленияОбороты,НомерСчета,РегистрНакопления.уп_Поступления.Обороты
186,0,0,literal,,,
186,0,0,literal,,,
186,СуммаОборот,уп_ПоступленияОбороты.СуммаОборот,field_ref,уп_ПоступленияОбороты,СуммаОборот,РегистрНакопления.уп_Поступления.Обороты
186,0,0,literal,,,
186,ЛОЖЬ,ЛОЖЬ,literal,,,
186,0,0,literal,,,
186,0,0,literal,,,
187,ТипРезерва,уп_ИнвестДоходОбороты.ТипРезерва,field_ref,уп_ИнвестДоходОбороты,ТипРезерва,РегистрНакопления.уп_ИнвестДоход.Обороты
187,ТипСуммы,уп_ИнвестДоходОбороты.ТипСуммы,field_ref,уп_ИнвестДоходОбороты,ТипСуммы,РегистрНакопления.уп_ИнвестДоход.Обороты
187,НомерСчета,уп_ИнвестДоходОбороты.НомерСчета,field_ref,уп_ИнвестДоходОбороты,НомерСчета,РегистрНакопления.уп_ИнвестДоход.Обороты
187,0,0,literal,,,
187,0,0,literal,,,
187,0,0,literal,,,
187,СуммаОборот,уп_ИнвестДоходОбороты.СуммаОборот,field_ref,уп_ИнвестДоходОбороты,СуммаОборот,РегистрНакопления.уп_ИнвестДоход.Обороты
187,ЛОЖЬ,ЛОЖЬ,literal,,,
187,0,0,literal,,,
187,0,0,literal,,,
188,ТипРезерва,ВТ_Корректировки.ТипРезерва,field_ref,ВТ_Корректировки,ТипРезерва,ВТ_Корректировки
188,ТипСуммы,ВТ_Корректировки.ТипСуммы,field_ref,ВТ_Корректировки,ТипСуммы,ВТ_Корректировки
188,ПенсионныйСчет,ВТ_Корректировки.ПенсионныйСчет,field_ref,ВТ_Корректировки,ПенсионныйСчет,ВТ_Корректировки
188,СуммаВх,ВТ_Корректировки.СуммаВх,field_ref,ВТ_Корректировки,СуммаВх,ВТ_Корректировки
188,Сумма,ВТ_Корректировки.Сумма,field_ref,ВТ_Корректировки,Сумма,ВТ_Корректировки
188,Поступления,ВТ_Корректировки.Поступления,field_ref,ВТ_Корректировки,Поступления,ВТ_Корректировки
188,ИнвестиционныйДоход,ВТ_Корректировки.ИнвестиционныйДоход,field_ref,ВТ_Корректировки,ИнвестиционныйДоход,ВТ_Корректировки
188,ИСТИНА,ИСТИНА,literal,,,
188,0,0,literal,,,
188,0,0,literal,,,
189,NULL,NULL,literal,,,
189,NULL,NULL,literal,,,
189,НомерСчета,уп_ЗадолженностьПоПенсиямОстатки.НомерСчета,field_ref,уп_ЗадолженностьПоПенсиямОстатки,НомерСчета,РегистрНакопления.уп_ЗадолженностьПоПенсиям.Остатки
189,0,0,literal,,,
189,0,0,literal,,,
189,0,0,literal,,,
189,0,0,literal,,,
189,ИСТИНА,ИСТИНА,literal,,,
189,СуммаДоплатыОстаток,уп_ЗадолженностьПоПенсиямОстатки.СуммаПенсииОстаток + уп_ЗадолженностьПоПенсиямОстатки.СуммаДоплатыОстаток,arithmetic,уп_ЗадолженностьПоПенсиямОстатки,СуммаПенсииОстаток,РегистрНакопления.уп_ЗадолженностьПоПенсиям.Остатки
189,СуммаДоплатыОстаток,уп_ЗадолженностьПоПенсиямОстатки.СуммаПенсииОстаток + уп_ЗадолженностьПоПенсиямОстатки.СуммаДоплатыОстаток,arithmetic,уп_ЗадолженностьПоПенсиямОстатки,СуммаДоплатыОстаток,РегистрНакопления.уп_ЗадолженностьПоПенсиям.Остатки
189,0,0,literal,,,
190,ТипРезерва,уп_ИнвестДоходНПОКФиксацииОстатки.ТипРезерва,field_ref,уп_ИнвестДоходНПОКФиксацииОстатки,ТипРезерва,РегистрНакопления.уп_ИнвестДоходНПОКФиксации.Остатки
190,ТипСуммы,уп_ИнвестДоходНПОКФиксацииОстатки.ТипСуммы,field_ref,уп_ИнвестДоходНПОКФиксацииОстатки,ТипСуммы,РегистрНакопления.уп_ИнвестДоходНПОКФиксации.Остатки
190,НомерСчета,уп_ИнвестДоходНПОКФиксацииОстатки.НомерСчета,field_ref,уп_ИнвестДоходНПОКФиксацииОстатки,НомерСчета,РегистрНакопления.уп_ИнвестДоходНПОКФиксации.Остатки
190,0,0,literal,,,
190,0,0,literal,,,
190,0,0,literal,,,
190,0,0,literal,,,
190,ИСТИНА,ИСТИНА,literal,,,
190,0,0,literal,,,
190,ИнвестДоходКФиксации,уп_ИнвестДоходНПОКФиксацииОстатки.СуммаОстаток,field_ref,уп_ИнвестДоходНПОКФиксацииОстатки,СуммаОстаток,РегистрНакопления.уп_ИнвестДоходНПОКФиксации.Остатки
191,ТипРезерва,уп_РезервыОстатки.ТипРезерва,field_ref,уп_РезервыОстатки,ТипРезерва,РегистрНакопления.уп_ВозвратыПрочихНачисленийНПО.Остатки
191,ТипСуммы,уп_РезервыОстатки.ТипСуммы,field_ref,уп_РезервыОстатки,ТипСуммы,РегистрНакопления.уп_ВозвратыПрочихНачисленийНПО.Остатки
191,ПенсионныйСчет,уп_РезервыОстатки.НомерСчета,field_ref,уп_РезервыОстатки,НомерСчета,РегистрНакопления.уп_ВозвратыПрочихНачисленийНПО.Остатки
191,ОстатокВх,уп_РезервыОстатки.СуммаОстаток,field_ref,уп_РезервыОстатки,СуммаОстаток,РегистрНакопления.уп_ВозвратыПрочихНачисленийНПО.Остатки
191,ОстатокИсх,0,literal,,,
191,Взносы,0,literal,,,
191,ИнвестиционныйДоход,0,literal,,,
191,ПризнакИсхОстатка,ЛОЖЬ,literal,,,
191,ЗадолженностьПенсии,0,literal,,,
191,ИнвестДоходКФиксации,0,literal,,,
192,ТипРезерва,уп_РезервыОстатки.ТипРезерва,field_ref,уп_РезервыОстатки,ТипРезерва,РегистрНакопления.уп_ВозвратыПрочихНачисленийНПО.Остатки
192,ТипСуммы,уп_РезервыОстатки.ТипСуммы,field_ref,уп_РезервыОстатки,ТипСуммы,РегистрНакопления.уп_ВозвратыПрочихНачисленийНПО.Остатки
192,ПенсионныйСчет,уп_РезервыОстатки.НомерСчета,field_ref,уп_РезервыОстатки,НомерСчета,РегистрНакопления.уп_ВозвратыПрочихНачисленийНПО.Остатки
192,ОстатокВх,0,literal,,,
192,ОстатокИсх,уп_РезервыОстатки.СуммаОстаток,field_ref,уп_РезервыОстатки,СуммаОстаток,РегистрНакопления.уп_ВозвратыПрочихНачисленийНПО.Остатки
192,Взносы,0,literal,,,
192,ИнвестиционныйДоход,0,literal,,,
192,ПризнакИсхОстатка,ИСТИНА,literal,,,
192,ЗадолженностьПенсии,0,literal,,,
192,ИнвестДоходКФиксации,0,literal,,,
193,ТипРезерва,уп_РезервыОстатки.ТипРезерва,field_ref,уп_РезервыОстатки,ТипРезерва,РегистрНакопления.уп_ВозвратыПенсийНПО.Остатки
193,ТипСуммы,уп_РезервыОстатки.ТипСуммы,field_ref,уп_РезервыОстатки,ТипСуммы,РегистрНакопления.уп_ВозвратыПенсийНПО.Остатки
193,ПенсионныйСчет,уп_РезервыОстатки.НомерСчета,field_ref,уп_РезервыОстатки,НомерСчета,РегистрНакопления.уп_ВозвратыПенсийНПО.Остатки
193,ОстатокВх,уп_РезервыОстатки.СуммаОстаток,field_ref,уп_РезервыОстатки,СуммаОстаток,РегистрНакопления.уп_ВозвратыПенсийНПО.Остатки
193,ОстатокИсх,0,literal,,,
193,Взносы,0,literal,,,
193,ИнвестиционныйДоход,0,literal,,,
193,ПризнакИсхОстатка,ЛОЖЬ,literal,,,
193,ЗадолженностьПенсии,0,literal,,,
193,ИнвестДоходКФиксации,0,literal,,,
194,ТипРезерва,уп_РезервыОстатки.ТипРезерва,field_ref,уп_РезервыОстатки,ТипРезерва,РегистрНакопления.уп_ВозвратыПенсийНПО.Остатки
194,ТипСуммы,уп_РезервыОстатки.ТипСуммы,field_ref,уп_РезервыОстатки,ТипСуммы,РегистрНакопления.уп_ВозвратыПенсийНПО.Остатки
194,ПенсионныйСчет,уп_РезервыОстатки.НомерСчета,field_ref,уп_РезервыОстатки,НомерСчета,РегистрНакопления.уп_ВозвратыПенсийНПО.Остатки
194,ОстатокВх,0,literal,,,
194,ОстатокИсх,уп_РезервыОстатки.СуммаОстаток,field_ref,уп_РезервыОстатки,СуммаОстаток,РегистрНакопления.уп_ВозвратыПенсийНПО.Остатки
194,Взносы,0,literal,,,
194,ИнвестиционныйДоход,0,literal,,,
194,ПризнакИсхОстатка,ИСТИНА,literal,,,
194,ЗадолженностьПенсии,0,literal,,,
194,ИнвестДоходКФиксации,0,literal,,,
195,ПенсионныйСчет,ВТ_Суммы_ПР.ПенсионныйСчет,field_ref,ВТ_Суммы_ПР,ПенсионныйСчет,ВТ_Суммы_ПР
195,ШаблонДоговора,ВТ_СхемыПенсионныхСчетов.ШаблонДоговора,field_ref,ВТ_СхемыПенсионныхСчетов,ШаблонДоговора,ВТ_СхемыПенсионныхСчетов
195,Схема,ВТ_СхемыПенсионныхСчетов.Схема,field_ref,ВТ_СхемыПенсионныхСчетов,Схема,ВТ_СхемыПенсионныхСчетов
195,ТипРезерва,ВТ_Суммы_ПР.ТипРезерва,field_ref,ВТ_Суммы_ПР,ТипРезерва,ВТ_Суммы_ПР
195,ТипСуммы,ВТ_Суммы_ПР.ТипСуммы,field_ref,ВТ_Суммы_ПР,ТипСуммы,ВТ_Суммы_ПР
195,ОстатокИсх,"ВЫБОР 
		КОГДА ВТ_Суммы_ПР.ТипРезерва В (ЗНАЧЕНИЕ(Перечисление.уп_ТипыРезерва.ИПС),
								ЗНАЧЕНИЕ(Перечисление.уп_ТипыРезерва.СПС),
								ЗНАЧЕНИЕ(Перечисление.уп_ТипыРезерва.ПожизненныхВыплат))
				И ВТ_Суммы_ПР.ОстатокИсх > 0	
			ТОГДА ВТ_Суммы_ПР.ОстатокИсх 
		ИНАЧЕ 0
	КОНЕЦ",case_when,ВТ_Суммы_ПР,ТипРезерва,ВТ_Суммы_ПР
195,ОстатокИсх,"ВЫБОР 
		КОГДА ВТ_Суммы_ПР.ТипРезерва В (ЗНАЧЕНИЕ(Перечисление.уп_ТипыРезерва.ИПС),
								ЗНАЧЕНИЕ(Перечисление.уп_ТипыРезерва.СПС),
								ЗНАЧЕНИЕ(Перечисление.уп_ТипыРезерва.ПожизненныхВыплат))
				И ВТ_Суммы_ПР.ОстатокИсх > 0	
			ТОГДА ВТ_Суммы_ПР.ОстатокИсх 
		ИНАЧЕ 0
	КОНЕЦ",case_when,ВТ_Суммы_ПР,ОстатокИсх,ВТ_Суммы_ПР
195,ПриоритетРасчетаВС,ВТ_СхемыПенсионныхСчетов.ПриоритетРасчетаВС,field_ref,ВТ_СхемыПенсионныхСчетов,ПриоритетРасчетаВС,ВТ_СхемыПенсионныхСчетов
195,Состояние,ВТ_СхемыПенсионныхСчетов.Состояние,field_ref,ВТ_СхемыПенсионныхСчетов,Состояние,ВТ_СхемыПенсионныхСчетов
195,СостояниеДляРасчета,"ВЫБОР 
    	КОГДА ВТ_СхемыПенсионныхСчетов.ДатаВыплатногоПериода <> ДАТАВРЕМЯ(1, 1, 1, 0, 0, 0)
    		ТОГДА ЗНАЧЕНИЕ(Перечисление.уп_СостоянияПС.ВыплатнойПериод)
    	КОГДА ВТ_СхемыПенсионныхСчетов.ДатаНакопительногоПериода <> ДАТАВРЕМЯ(1, 1, 1, 0, 0, 0)
    		ТОГДА ЗНАЧЕНИЕ(Перечисление.уп_СостоянияПС.НакопительныйПериод)
    	ИНАЧЕ ЗНАЧЕНИЕ(Перечисление.уп_СостоянияПС.ОжиданиеВзносов)   			
    КОНЕЦ",case_when,ВТ_СхемыПенсионныхСчетов,ДатаВыплатногоПериода,ВТ_СхемыПенсионныхСчетов
195,СостояниеДляРасчета,"ВЫБОР 
    	КОГДА ВТ_СхемыПенсионныхСчетов.ДатаВыплатногоПериода <> ДАТАВРЕМЯ(1, 1, 1, 0, 0, 0)
    		ТОГДА ЗНАЧЕНИЕ(Перечисление.уп_СостоянияПС.ВыплатнойПериод)
    	КОГДА ВТ_СхемыПенсионныхСчетов.ДатаНакопительногоПериода <> ДАТАВРЕМЯ(1, 1, 1, 0, 0, 0)
    		ТОГДА ЗНАЧЕНИЕ(Перечисление.уп_СостоянияПС.НакопительныйПериод)
    	ИНАЧЕ ЗНАЧЕНИЕ(Перечисление.уп_СостоянияПС.ОжиданиеВзносов)   			
    КОНЕЦ",case_when,ВТ_СхемыПенсионныхСчетов,ДатаНакопительногоПериода,ВТ_СхемыПенсионныхСчетов
195,КоличествоЛет,"ВЫБОР
    	КОГДА ВТ_СхемыПенсионныхСчетов.ДатаВыплатногоПериода <> ДАТАВРЕМЯ(1, 1, 1, 0, 0, 0)
    		ТОГДА РАЗНОСТЬДАТ(КОНЕЦПЕРИОДА(ВТ_СхемыПенсионныхСчетов.ДатаВыплатногоПериода, ДЕНЬ), &КонецПериода, ГОД)
    	КОГДА ВТ_СхемыПенсионныхСчетов.ДатаНакопительногоПериода <> ДАТАВРЕМЯ(1, 1, 1, 0, 0, 0)
    		ТОГДА РАЗНОСТЬДАТ(КОНЕЦПЕРИОДА(ВТ_СхемыПенсионныхСчетов.ДатаНакопительногоПериода, ДЕНЬ), &КонецПериода, ГОД)
    	ИНАЧЕ 0    		
	КОНЕЦ",case_when,ВТ_СхемыПенсионныхСчетов,ДатаВыплатногоПериода,ВТ_СхемыПенсионныхСчетов
195,КоличествоЛет,"ВЫБОР
    	КОГДА ВТ_СхемыПенсионныхСчетов.ДатаВыплатногоПериода <> ДАТАВРЕМЯ(1, 1, 1, 0, 0, 0)
    		ТОГДА РАЗНОСТЬДАТ(КОНЕЦПЕРИОДА(ВТ_СхемыПенсионныхСчетов.ДатаВыплатногоПериода, ДЕНЬ), &КонецПериода, ГОД)
    	КОГДА ВТ_СхемыПенсионныхСчетов.ДатаНакопительногоПериода <> ДАТАВРЕМЯ(1, 1, 1, 0, 0, 0)
    		ТОГДА РАЗНОСТЬДАТ(КОНЕЦПЕРИОДА(ВТ_СхемыПенсионныхСчетов.ДатаНакопительногоПериода, ДЕНЬ), &КонецПериода, ГОД)
    	ИНАЧЕ 0    		
	КОНЕЦ",case_when,ВТ_СхемыПенсионныхСчетов,ДатаНакопительногоПериода,ВТ_СхемыПенсионныхСчетов
195,ПериодРасчетаВС,"ВЫБОР
    	КОГДА ВТ_СхемыПенсионныхСчетов.ДатаВыплатногоПериода <> ДАТАВРЕМЯ(1, 1, 1, 0, 0, 0)
    		ТОГДА ВТ_СхемыПенсионныхСчетов.ДатаВыплатногоПериода
    	КОГДА ВТ_СхемыПенсионныхСчетов.ДатаНакопительногоПериода <> ДАТАВРЕМЯ(1, 1, 1, 0, 0, 0)
    		ТОГДА ВТ_СхемыПенсионныхСчетов.ДатаНакопительногоПериода
	КОНЕЦ",case_when,ВТ_СхемыПенсионныхСчетов,ДатаВыплатногоПериода,ВТ_СхемыПенсионныхСчетов
195,ПериодРасчетаВС,"ВЫБОР
    	КОГДА ВТ_СхемыПенсионныхСчетов.ДатаВыплатногоПериода <> ДАТАВРЕМЯ(1, 1, 1, 0, 0, 0)
    		ТОГДА ВТ_СхемыПенсионныхСчетов.ДатаВыплатногоПериода
    	КОГДА ВТ_СхемыПенсионныхСчетов.ДатаНакопительногоПериода <> ДАТАВРЕМЯ(1, 1, 1, 0, 0, 0)
    		ТОГДА ВТ_СхемыПенсионныхСчетов.ДатаНакопительногоПериода
	КОНЕЦ",case_when,ВТ_СхемыПенсионныхСчетов,ДатаНакопительногоПериода,ВТ_СхемыПенсионныхСчетов
195,ТипПенсии,ВТ_СхемыПенсионныхСчетов.ТипПенсии,field_ref,ВТ_СхемыПенсионныхСчетов,ТипПенсии,ВТ_СхемыПенсионныхСчетов
195,ПериодВыплаты,ВТ_Схемы_Свойства.ПериодВыплаты,field_ref,ВТ_Схемы_Свойства,ПериодВыплаты,ВТ_Схемы_Свойства
196,ПенсионныйСчет,ВТ_Суммы_ПР_дляВС.ПенсионныйСчет,field_ref,ВТ_Суммы_ПР_дляВС,ПенсионныйСчет,ВТ_Суммы_ПР_дляВС
196,ШаблонДоговора,ВТ_Суммы_ПР_дляВС.ШаблонДоговора,field_ref,ВТ_Суммы_ПР_дляВС,ШаблонДоговора,ВТ_Суммы_ПР_дляВС
196,Схема,ВТ_Суммы_ПР_дляВС.Схема,field_ref,ВТ_Суммы_ПР_дляВС,Схема,ВТ_Суммы_ПР_дляВС
196,ТипРезерва,ВТ_Суммы_ПР_дляВС.ТипРезерва,field_ref,ВТ_Суммы_ПР_дляВС,ТипРезерва,ВТ_Суммы_ПР_дляВС
196,ТипСуммы,ВТ_Суммы_ПР_дляВС.ТипСуммы,field_ref,ВТ_Суммы_ПР_дляВС,ТипСуммы,ВТ_Суммы_ПР_дляВС
196,ОстатокИсх,ВТ_Суммы_ПР_дляВС.ОстатокИсх,field_ref,ВТ_Суммы_ПР_дляВС,ОстатокИсх,ВТ_Суммы_ПР_дляВС
196,ПриоритетРасчетаВС,ВТ_Суммы_ПР_дляВС.ПриоритетРасчетаВС,field_ref,ВТ_Суммы_ПР_дляВС,ПриоритетРасчетаВС,ВТ_Суммы_ПР_дляВС
196,КоэффициентВС,"ВЫБОР ВТ_ПенсионныеДоговоры_Свойства.ПериодОхлажденияИстек
		КОГДА ИСТИНА
			ТОГДА ISNULL(уп_КоэффициентВыкупнойСтоимостиСрезПоследних.Коэффициент, 0)
				+ ЕСТЬNULL(ДоговорКоэфДляРасчетаВыкупныхСумм.Коэффициент, 0) 
				+ ЕСТЬNULL(ШаблонКоэфДляРасчетаВыкупныхСумм.Коэффициент, 0) 
				+ ЕСТЬNULL(СхемаКоэфДляРасчетаВыкупныхСумм.Коэффициент, 0)
		ИНАЧЕ
			ВЫБОР 
				КОГДА ISNULL(уп_КоэффициентВыкупнойСтоимостиСрезПоследних.Коэффициент, 0)
					+ ЕСТЬNULL(ДоговорКоэфДляРасчетаВыкупныхСумм.Коэффициент, 0) 
					+ ЕСТЬNULL(ШаблонКоэфДляРасчетаВыкупныхСумм.Коэффициент, 0) 
					+ ЕСТЬNULL(СхемаКоэфДляРасчетаВыкупныхСумм.Коэффициент, 0) > 0
					ТОГДА 1
				ИНАЧЕ 0
			КОНЕЦ
	КОНЕЦ",case_when,ВТ_ПенсионныеДоговоры_Свойства,ПериодОхлажденияИстек,ВТ_ПенсионныеДоговоры_Свойства
196,КоэффициентВС,"ВЫБОР ВТ_ПенсионныеДоговоры_Свойства.ПериодОхлажденияИстек
		КОГДА ИСТИНА
			ТОГДА ISNULL(уп_КоэффициентВыкупнойСтоимостиСрезПоследних.Коэффициент, 0)
				+ ЕСТЬNULL(ДоговорКоэфДляРасчетаВыкупныхСумм.Коэффициент, 0) 
				+ ЕСТЬNULL(ШаблонКоэфДляРасчетаВыкупныхСумм.Коэффициент, 0) 
				+ ЕСТЬNULL(СхемаКоэфДляРасчетаВыкупныхСумм.Коэффициент, 0)
		ИНАЧЕ
			ВЫБОР 
				КОГДА ISNULL(уп_КоэффициентВыкупнойСтоимостиСрезПоследних.Коэффициент, 0)
					+ ЕСТЬNULL(ДоговорКоэфДляРасчетаВыкупныхСумм.Коэффициент, 0) 
					+ ЕСТЬNULL(ШаблонКоэфДляРасчетаВыкупныхСумм.Коэффициент, 0) 
					+ ЕСТЬNULL(СхемаКоэфДляРасчетаВыкупныхСумм.Коэффициент, 0) > 0
					ТОГДА 1
				ИНАЧЕ 0
			КОНЕЦ
	КОНЕЦ",case_when,уп_КоэффициентВыкупнойСтоимостиСрезПоследних,Коэффициент,РегистрСведений.уп_КоэффициентВыкупнойСтоимости.СрезПоследних
196,КоэффициентВС,"ВЫБОР ВТ_ПенсионныеДоговоры_Свойства.ПериодОхлажденияИстек
		КОГДА ИСТИНА
			ТОГДА ISNULL(уп_КоэффициентВыкупнойСтоимостиСрезПоследних.Коэффициент, 0)
				+ ЕСТЬNULL(ДоговорКоэфДляРасчетаВыкупныхСумм.Коэффициент, 0) 
				+ ЕСТЬNULL(ШаблонКоэфДляРасчетаВыкупныхСумм.Коэффициент, 0) 
				+ ЕСТЬNULL(СхемаКоэфДляРасчетаВыкупныхСумм.Коэффициент, 0)
		ИНАЧЕ
			ВЫБОР 
				КОГДА ISNULL(уп_КоэффициентВыкупнойСтоимостиСрезПоследних.Коэффициент, 0)
					+ ЕСТЬNULL(ДоговорКоэфДляРасчетаВыкупныхСумм.Коэффициент, 0) 
					+ ЕСТЬNULL(ШаблонКоэфДляРасчетаВыкупныхСумм.Коэффициент, 0) 
					+ ЕСТЬNULL(СхемаКоэфДляРасчетаВыкупныхСумм.Коэффициент, 0) > 0
					ТОГДА 1
				ИНАЧЕ 0
			КОНЕЦ
	КОНЕЦ",case_when,ДоговорКоэфДляРасчетаВыкупныхСумм,Коэффициент,ДоговорКоэфДляРасчетаВыкупныхСумм
196,КоэффициентВС,"ВЫБОР ВТ_ПенсионныеДоговоры_Свойства.ПериодОхлажденияИстек
		КОГДА ИСТИНА
			ТОГДА ISNULL(уп_КоэффициентВыкупнойСтоимостиСрезПоследних.Коэффициент, 0)
				+ ЕСТЬNULL(ДоговорКоэфДляРасчетаВыкупныхСумм.Коэффициент, 0) 
				+ ЕСТЬNULL(ШаблонКоэфДляРасчетаВыкупныхСумм.Коэффициент, 0) 
				+ ЕСТЬNULL(СхемаКоэфДляРасчетаВыкупныхСумм.Коэффициент, 0)
		ИНАЧЕ
			ВЫБОР 
				КОГДА ISNULL(уп_КоэффициентВыкупнойСтоимостиСрезПоследних.Коэффициент, 0)
					+ ЕСТЬNULL(ДоговорКоэфДляРасчетаВыкупныхСумм.Коэффициент, 0) 
					+ ЕСТЬNULL(ШаблонКоэфДляРасчетаВыкупныхСумм.Коэффициент, 0) 
					+ ЕСТЬNULL(СхемаКоэфДляРасчетаВыкупныхСумм.Коэффициент, 0) > 0
					ТОГДА 1
				ИНАЧЕ 0
			КОНЕЦ
	КОНЕЦ",case_when,ШаблонКоэфДляРасчетаВыкупныхСумм,Коэффициент,ШаблонКоэфДляРасчетаВыкупныхСумм
