node_id,alias,expression_raw,expr_type,alias_table,field,primary_table
69,ВидОбязательств,ВТ_ВидыОбязательствДвижение.ВидОбязательств,field_ref,ВТ_ВидыОбязательствДвижение,ВидОбязательств,ВТ_ВидыОбязательствДвижение
69,ДатаОпределенияОбязательств,ВТ_ВидыОбязательствДвижение.ДатаОпределенияОбязательств,field_ref,ВТ_ВидыОбязательствДвижение,ДатаОпределенияОбязательств,ВТ_ВидыОбязательствДвижение
69,ДатаОкончанияОбязательств,ВТ_ВидыОбязательствДвижение.ДатаОкончанияОбязательств,field_ref,ВТ_ВидыОбязательствДвижение,ДатаОкончанияОбязательств,ВТ_ВидыОбязательствДвижение
70,ПенсионныйСчет,ВТ_ВидыОбязательствДвижение.ПенсионныйСчет,field_ref,ВТ_ВидыОбязательствДвижение,ПенсионныйСчет,ВТ_ВидыОбязательствДвижение
70,ВидОбязательств,ВТ_ВидыОбязательствДвижение.ВидОбязательств,field_ref,ВТ_ВидыОбязательствДвижение,ВидОбязательств,ВТ_ВидыОбязательствДвижение
70,ДатаОпределенияОбязательств,ВТ_ВидыОбязательствДвижение.ДатаОпределенияОбязательств,field_ref,ВТ_ВидыОбязательствДвижение,ДатаОпределенияОбязательств,ВТ_ВидыОбязательствДвижение
70,ДатаОкончанияОбязательств,ВТ_ВидыОбязательствДвижение.ДатаОкончанияОбязательств,field_ref,ВТ_ВидыОбязательствДвижение,ДатаОкончанияОбязательств,ВТ_ВидыОбязательствДвижение
71,ПенсионныйСчет,ВТ_ТранзитныеВидыНачалоКонец.ПенсионныйСчет,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ПенсионныйСчет,ВТ_ТранзитныеВидыНачалоКонец
71,ВидОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ВидОбязательств,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ВидОбязательств,ВТ_ТранзитныеВидыНачалоКонец
71,ДатаОпределенияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОпределенияОбязательств,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ДатаОпределенияОбязательств,ВТ_ТранзитныеВидыНачалоКонец
71,ДатаОкончанияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОкончанияОбязательств,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ДатаОкончанияОбязательств,ВТ_ТранзитныеВидыНачалоКонец
71,Пенсия,СУММА(уп_НачисленияПенсий.Сумма),aggregate,уп_НачисленияПенсий,Сумма,РегистрНакопления.уп_НачисленияПенсий
71,ВыкупнаяСумма,0,literal,уп_ПрочиеНачисления,ТипВыплаты,РегистрНакопления.уп_ПрочиеНачисления
71,ВыкупнаяСумма,0,literal,уп_ПрочиеНачисления,Сумма,РегистрНакопления.уп_ПрочиеНачисления
71,ВыплатаПравопреемникам,0,literal,уп_ПрочиеНачисления,ТипВыплаты,РегистрНакопления.уп_ПрочиеНачисления
71,ВыплатаПравопреемникам,0,literal,уп_ПрочиеНачисления,Сумма,РегистрНакопления.уп_ПрочиеНачисления
72,ПенсионныйСчет,ВТ_ТранзитныеВидыНачалоКонец.ПенсионныйСчет,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ПенсионныйСчет,ВТ_ТранзитныеВидыНачалоКонец
72,ВидОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ВидОбязательств,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ВидОбязательств,ВТ_ТранзитныеВидыНачалоКонец
72,ДатаОпределенияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОпределенияОбязательств,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ДатаОпределенияОбязательств,ВТ_ТранзитныеВидыНачалоКонец
72,ДатаОкончанияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОкончанияОбязательств,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ДатаОкончанияОбязательств,ВТ_ТранзитныеВидыНачалоКонец
72,Пенсия,СУММА(уп_НачисленияПенсий.Сумма),aggregate,уп_НачисленияПенсий,Сумма,РегистрНакопления.уп_НачисленияПенсий
72,ВыкупнаяСумма,0,literal,,,
72,ВыплатаПравопреемникам,0,literal,,,
73,ПенсионныйСчет,ВТ_ТранзитныеВидыНачалоКонец.ПенсионныйСчет,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ПенсионныйСчет,ВТ_ТранзитныеВидыНачалоКонец
73,ВидОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ВидОбязательств,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ВидОбязательств,ВТ_ТранзитныеВидыНачалоКонец
73,ДатаОпределенияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОпределенияОбязательств,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ДатаОпределенияОбязательств,ВТ_ТранзитныеВидыНачалоКонец
73,ДатаОкончанияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОкончанияОбязательств,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ДатаОкончанияОбязательств,ВТ_ТранзитныеВидыНачалоКонец
73,0,0,literal,,,
73,КОНЕЦ),"СУММА(ВЫБОР
		КОГДА уп_ПрочиеНачисления.ТипВыплаты = ЗНАЧЕНИЕ(Перечисление.уп_ТипыВыплат.ВыплатыРасторженцам)
			ТОГДА уп_ПрочиеНачисления.Сумма
		ИНАЧЕ 0
	КОНЕЦ)",aggregate,уп_ПрочиеНачисления,ТипВыплаты,РегистрНакопления.уп_ПрочиеНачисления
73,КОНЕЦ),"СУММА(ВЫБОР
		КОГДА уп_ПрочиеНачисления.ТипВыплаты = ЗНАЧЕНИЕ(Перечисление.уп_ТипыВыплат.ВыплатыРасторженцам)
			ТОГДА уп_ПрочиеНачисления.Сумма
		ИНАЧЕ 0
	КОНЕЦ)",aggregate,уп_ПрочиеНачисления,Сумма,РегистрНакопления.уп_ПрочиеНачисления
73,КОНЕЦ),"СУММА(ВЫБОР
		КОГДА уп_ПрочиеНачисления.ТипВыплаты = ЗНАЧЕНИЕ(Перечисление.уп_ТипыВыплат.ВыплатыНаследникам)
			ТОГДА уп_ПрочиеНачисления.Сумма
		ИНАЧЕ 0
	КОНЕЦ)",aggregate,уп_ПрочиеНачисления,ТипВыплаты,РегистрНакопления.уп_ПрочиеНачисления
73,КОНЕЦ),"СУММА(ВЫБОР
		КОГДА уп_ПрочиеНачисления.ТипВыплаты = ЗНАЧЕНИЕ(Перечисление.уп_ТипыВыплат.ВыплатыНаследникам)
			ТОГДА уп_ПрочиеНачисления.Сумма
		ИНАЧЕ 0
	КОНЕЦ)",aggregate,уп_ПрочиеНачисления,Сумма,РегистрНакопления.уп_ПрочиеНачисления
74,ПенсионныйСчет,ПодЗапрос.ПенсионныйСчет,field_ref,ПодЗапрос,ПенсионныйСчет,ПодЗапрос
74,ПенсионныйСчет,ПодЗапрос.ПенсионныйСчет,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ПенсионныйСчет,ВТ_ТранзитныеВидыНачалоКонец
74,ВидОбязательств,ПодЗапрос.ВидОбязательств,field_ref,ПодЗапрос,ВидОбязательств,ПодЗапрос
74,ВидОбязательств,ПодЗапрос.ВидОбязательств,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ВидОбязательств,ВТ_ТранзитныеВидыНачалоКонец
74,ДатаОпределенияОбязательств,ПодЗапрос.ДатаОпределенияОбязательств,field_ref,ПодЗапрос,ДатаОпределенияОбязательств,ПодЗапрос
74,ДатаОпределенияОбязательств,ПодЗапрос.ДатаОпределенияОбязательств,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ДатаОпределенияОбязательств,ВТ_ТранзитныеВидыНачалоКонец
74,ДатаОкончанияОбязательств,ПодЗапрос.ДатаОкончанияОбязательств,field_ref,ПодЗапрос,ДатаОкончанияОбязательств,ПодЗапрос
74,ДатаОкончанияОбязательств,ПодЗапрос.ДатаОкончанияОбязательств,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ДатаОкончанияОбязательств,ВТ_ТранзитныеВидыНачалоКонец
74,ВхСумма,"ВЫБОР 
		КОГДА ПодЗапрос.ДатаОпределенияОбязательств <= &НачалоПериода
			ТОГДА СУММА(ПодЗапрос.ВхСумма)
		ИНАЧЕ 0 
	КОНЕЦ",case_when,ПодЗапрос,ДатаОпределенияОбязательств,ПодЗапрос
74,ВхСумма,"ВЫБОР 
		КОГДА ПодЗапрос.ДатаОпределенияОбязательств <= &НачалоПериода
			ТОГДА СУММА(ПодЗапрос.ВхСумма)
		ИНАЧЕ 0 
	КОНЕЦ",case_when,ПодЗапрос,ВхСумма,ПодЗапрос
74,ВхСумма,"ВЫБОР 
		КОГДА ПодЗапрос.ДатаОпределенияОбязательств <= &НачалоПериода
			ТОГДА СУММА(ПодЗапрос.ВхСумма)
		ИНАЧЕ 0 
	КОНЕЦ",case_when,уп_ВозвратыПрочихНачисленийНПО,ВидДвижения,РегистрНакопления.уп_ВозвратыПрочихНачисленийНПО
74,ВхСумма,"ВЫБОР 
		КОГДА ПодЗапрос.ДатаОпределенияОбязательств <= &НачалоПериода
			ТОГДА СУММА(ПодЗапрос.ВхСумма)
		ИНАЧЕ 0 
	КОНЕЦ",case_when,уп_ВозвратыПрочихНачисленийНПО,Сумма,РегистрНакопления.уп_ВозвратыПрочихНачисленийНПО
74,ВхСумма,"ВЫБОР 
		КОГДА ПодЗапрос.ДатаОпределенияОбязательств <= &НачалоПериода
			ТОГДА СУММА(ПодЗапрос.ВхСумма)
		ИНАЧЕ 0 
	КОНЕЦ",case_when,уп_ВозвратыПенсийНПО,ВидДвижения,РегистрНакопления.уп_ВозвратыПенсийНПО
74,ВхСумма,"ВЫБОР 
		КОГДА ПодЗапрос.ДатаОпределенияОбязательств <= &НачалоПериода
			ТОГДА СУММА(ПодЗапрос.ВхСумма)
		ИНАЧЕ 0 
	КОНЕЦ",case_when,уп_ВозвратыПенсийНПО,Сумма,РегистрНакопления.уп_ВозвратыПенсийНПО
74,ИсхСумма,"ВЫБОР
		КОГДА ПодЗапрос.ДатаОкончанияОбязательств ЕСТЬ NULL
			ТОГДА СУММА(ПодЗапрос.ИсхСумма) 
		ИНАЧЕ 0 
	КОНЕЦ",case_when,ПодЗапрос,ДатаОкончанияОбязательств,ПодЗапрос
74,ИсхСумма,"ВЫБОР
		КОГДА ПодЗапрос.ДатаОкончанияОбязательств ЕСТЬ NULL
			ТОГДА СУММА(ПодЗапрос.ИсхСумма) 
		ИНАЧЕ 0 
	КОНЕЦ",case_when,ПодЗапрос,ИсхСумма,ПодЗапрос
74,ИсхСумма,"ВЫБОР
		КОГДА ПодЗапрос.ДатаОкончанияОбязательств ЕСТЬ NULL
			ТОГДА СУММА(ПодЗапрос.ИсхСумма) 
		ИНАЧЕ 0 
	КОНЕЦ",case_when,уп_ВозвратыПрочихНачисленийНПО,ВидДвижения,РегистрНакопления.уп_ВозвратыПрочихНачисленийНПО
74,ИсхСумма,"ВЫБОР
		КОГДА ПодЗапрос.ДатаОкончанияОбязательств ЕСТЬ NULL
			ТОГДА СУММА(ПодЗапрос.ИсхСумма) 
		ИНАЧЕ 0 
	КОНЕЦ",case_when,уп_ВозвратыПрочихНачисленийНПО,Сумма,РегистрНакопления.уп_ВозвратыПрочихНачисленийНПО
74,ИсхСумма,"ВЫБОР
		КОГДА ПодЗапрос.ДатаОкончанияОбязательств ЕСТЬ NULL
			ТОГДА СУММА(ПодЗапрос.ИсхСумма) 
		ИНАЧЕ 0 
	КОНЕЦ",case_when,уп_ВозвратыПенсийНПО,ВидДвижения,РегистрНакопления.уп_ВозвратыПенсийНПО
74,ИсхСумма,"ВЫБОР
		КОГДА ПодЗапрос.ДатаОкончанияОбязательств ЕСТЬ NULL
			ТОГДА СУММА(ПодЗапрос.ИсхСумма) 
		ИНАЧЕ 0 
	КОНЕЦ",case_when,уп_ВозвратыПенсийНПО,Сумма,РегистрНакопления.уп_ВозвратыПенсийНПО
75,ПенсионныйСчет,ВТ_ТранзитныеВидыНачалоКонец.ПенсионныйСчет,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ПенсионныйСчет,ВТ_ТранзитныеВидыНачалоКонец
75,ВидОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ВидОбязательств,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ВидОбязательств,ВТ_ТранзитныеВидыНачалоКонец
75,ДатаОпределенияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОпределенияОбязательств,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ДатаОпределенияОбязательств,ВТ_ТранзитныеВидыНачалоКонец
75,ДатаОкончанияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОкончанияОбязательств,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ДатаОкончанияОбязательств,ВТ_ТранзитныеВидыНачалоКонец
75,ВхСумма,"СУММА(ВЫБОР уп_Резервы.ВидДвижения
				КОГДА ЗНАЧЕНИЕ(ВидДвиженияНакопления.Приход)
					ТОГДА уп_Резервы.Сумма
				ИНАЧЕ -уп_Резервы.Сумма
			КОНЕЦ)",aggregate,уп_Резервы,ВидДвижения,РегистрНакопления.уп_Резервы
75,ВхСумма,"СУММА(ВЫБОР уп_Резервы.ВидДвижения
				КОГДА ЗНАЧЕНИЕ(ВидДвиженияНакопления.Приход)
					ТОГДА уп_Резервы.Сумма
				ИНАЧЕ -уп_Резервы.Сумма
			КОНЕЦ)",aggregate,уп_Резервы,Сумма,РегистрНакопления.уп_Резервы
75,ИсхСумма,0,literal,уп_Резервы,ВидДвижения,РегистрНакопления.уп_Резервы
75,ИсхСумма,0,literal,ВидДвиженияНакопления,Приход,ВидДвиженияНакопления
77,ПенсионныйСчет,ВТ_ТранзитныеВидыНачалоКонец.ПенсионныйСчет,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ПенсионныйСчет,ВТ_ТранзитныеВидыНачалоКонец
77,ВидОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ВидОбязательств,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ВидОбязательств,ВТ_ТранзитныеВидыНачалоКонец
77,ДатаОпределенияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОпределенияОбязательств,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ДатаОпределенияОбязательств,ВТ_ТранзитныеВидыНачалоКонец
77,ДатаОкончанияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОкончанияОбязательств,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ДатаОкончанияОбязательств,ВТ_ТранзитныеВидыНачалоКонец
77,ВхСумма,0,literal,,,
77,ИсхСумма,"СУММА(ВЫБОР уп_Резервы.ВидДвижения
				КОГДА ЗНАЧЕНИЕ(ВидДвиженияНакопления.Приход)
					ТОГДА уп_Резервы.Сумма
				ИНАЧЕ -уп_Резервы.Сумма
			КОНЕЦ)",aggregate,уп_Резервы,ВидДвижения,РегистрНакопления.уп_Резервы
77,ИсхСумма,"СУММА(ВЫБОР уп_Резервы.ВидДвижения
				КОГДА ЗНАЧЕНИЕ(ВидДвиженияНакопления.Приход)
					ТОГДА уп_Резервы.Сумма
				ИНАЧЕ -уп_Резервы.Сумма
			КОНЕЦ)",aggregate,уп_Резервы,Сумма,РегистрНакопления.уп_Резервы
78,ПенсионныйСчет,ПодЗапрос.ПенсионныйСчет,field_ref,ПодЗапрос,ПенсионныйСчет,ПодЗапрос
78,ПенсионныйСчет,ПодЗапрос.ПенсионныйСчет,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ПенсионныйСчет,ВТ_ТранзитныеВидыНачалоКонец
78,ВидОбязательств,ПодЗапрос.ВидОбязательств,field_ref,ПодЗапрос,ВидОбязательств,ПодЗапрос
78,ВидОбязательств,ПодЗапрос.ВидОбязательств,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ВидОбязательств,ВТ_ТранзитныеВидыНачалоКонец
78,ДатаОпределенияОбязательств,ПодЗапрос.ДатаОпределенияОбязательств,field_ref,ПодЗапрос,ДатаОпределенияОбязательств,ПодЗапрос
78,ДатаОпределенияОбязательств,ПодЗапрос.ДатаОпределенияОбязательств,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ДатаОпределенияОбязательств,ВТ_ТранзитныеВидыНачалоКонец
78,ДатаОкончанияОбязательств,ПодЗапрос.ДатаОкончанияОбязательств,field_ref,ПодЗапрос,ДатаОкончанияОбязательств,ПодЗапрос
78,ДатаОкончанияОбязательств,ПодЗапрос.ДатаОкончанияОбязательств,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ДатаОкончанияОбязательств,ВТ_ТранзитныеВидыНачалоКонец
78,ВхСумма,"ВЫБОР 
		КОГДА ПодЗапрос.ДатаОпределенияОбязательств <= &НачалоПериода
			ТОГДА СУММА(ПодЗапрос.ВхСумма)
		ИНАЧЕ 0 
	КОНЕЦ",case_when,ПодЗапрос,ДатаОпределенияОбязательств,ПодЗапрос
78,ВхСумма,"ВЫБОР 
		КОГДА ПодЗапрос.ДатаОпределенияОбязательств <= &НачалоПериода
			ТОГДА СУММА(ПодЗапрос.ВхСумма)
		ИНАЧЕ 0 
	КОНЕЦ",case_when,ПодЗапрос,ВхСумма,ПодЗапрос
78,ВхСумма,"ВЫБОР 
		КОГДА ПодЗапрос.ДатаОпределенияОбязательств <= &НачалоПериода
			ТОГДА СУММА(ПодЗапрос.ВхСумма)
		ИНАЧЕ 0 
	КОНЕЦ",case_when,уп_Резервы,ВидДвижения,РегистрНакопления.уп_Резервы
78,ВхСумма,"ВЫБОР 
		КОГДА ПодЗапрос.ДатаОпределенияОбязательств <= &НачалоПериода
			ТОГДА СУММА(ПодЗапрос.ВхСумма)
		ИНАЧЕ 0 
	КОНЕЦ",case_when,уп_Резервы,Сумма,РегистрНакопления.уп_Резервы
78,ИсхСумма,"ВЫБОР
		КОГДА ПодЗапрос.ДатаОкончанияОбязательств ЕСТЬ NULL
			ТОГДА СУММА(ПодЗапрос.ИсхСумма) 
		ИНАЧЕ 0 
	КОНЕЦ",case_when,ПодЗапрос,ДатаОкончанияОбязательств,ПодЗапрос
78,ИсхСумма,"ВЫБОР
		КОГДА ПодЗапрос.ДатаОкончанияОбязательств ЕСТЬ NULL
			ТОГДА СУММА(ПодЗапрос.ИсхСумма) 
		ИНАЧЕ 0 
	КОНЕЦ",case_when,ПодЗапрос,ИсхСумма,ПодЗапрос
78,ИсхСумма,"ВЫБОР
		КОГДА ПодЗапрос.ДатаОкончанияОбязательств ЕСТЬ NULL
			ТОГДА СУММА(ПодЗапрос.ИсхСумма) 
		ИНАЧЕ 0 
	КОНЕЦ",case_when,уп_Резервы,ВидДвижения,РегистрНакопления.уп_Резервы
78,ИсхСумма,"ВЫБОР
		КОГДА ПодЗапрос.ДатаОкончанияОбязательств ЕСТЬ NULL
			ТОГДА СУММА(ПодЗапрос.ИсхСумма) 
		ИНАЧЕ 0 
	КОНЕЦ",case_when,уп_Резервы,Сумма,РегистрНакопления.уп_Резервы
79,ПенсионныйСчет,ВТ_ТранзитныеВидыНачалоКонец.ПенсионныйСчет,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ПенсионныйСчет,ВТ_ТранзитныеВидыНачалоКонец
79,ВидОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ВидОбязательств,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ВидОбязательств,ВТ_ТранзитныеВидыНачалоКонец
79,ДатаОпределенияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОпределенияОбязательств,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ДатаОпределенияОбязательств,ВТ_ТранзитныеВидыНачалоКонец
79,ДатаОкончанияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОкончанияОбязательств,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ДатаОкончанияОбязательств,ВТ_ТранзитныеВидыНачалоКонец
79,ВхСумма,"СУММА(ВЫБОР уп_ВозвратыПрочихНачисленийНПО.ВидДвижения
				КОГДА ЗНАЧЕНИЕ(ВидДвиженияНакопления.Приход)
					ТОГДА уп_ВозвратыПрочихНачисленийНПО.Сумма
				ИНАЧЕ -уп_ВозвратыПрочихНачисленийНПО.Сумма
			КОНЕЦ)",aggregate,уп_ВозвратыПрочихНачисленийНПО,ВидДвижения,РегистрНакопления.уп_ВозвратыПрочихНачисленийНПО
79,ВхСумма,"СУММА(ВЫБОР уп_ВозвратыПрочихНачисленийНПО.ВидДвижения
				КОГДА ЗНАЧЕНИЕ(ВидДвиженияНакопления.Приход)
					ТОГДА уп_ВозвратыПрочихНачисленийНПО.Сумма
				ИНАЧЕ -уп_ВозвратыПрочихНачисленийНПО.Сумма
			КОНЕЦ)",aggregate,уп_ВозвратыПрочихНачисленийНПО,Сумма,РегистрНакопления.уп_ВозвратыПрочихНачисленийНПО
79,ИсхСумма,0,literal,,,
80,ПенсионныйСчет,ВТ_ТранзитныеВидыНачалоКонец.ПенсионныйСчет,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ПенсионныйСчет,ВТ_ТранзитныеВидыНачалоКонец
80,ВидОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ВидОбязательств,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ВидОбязательств,ВТ_ТранзитныеВидыНачалоКонец
80,ДатаОпределенияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОпределенияОбязательств,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ДатаОпределенияОбязательств,ВТ_ТранзитныеВидыНачалоКонец
80,ДатаОкончанияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОкончанияОбязательств,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ДатаОкончанияОбязательств,ВТ_ТранзитныеВидыНачалоКонец
80,ВхСумма,0,literal,,,
80,ИсхСумма,"СУММА(ВЫБОР уп_ВозвратыПрочихНачисленийНПО.ВидДвижения
				КОГДА ЗНАЧЕНИЕ(ВидДвиженияНакопления.Приход)
					ТОГДА уп_ВозвратыПрочихНачисленийНПО.Сумма
				ИНАЧЕ -уп_ВозвратыПрочихНачисленийНПО.Сумма
			КОНЕЦ)",aggregate,уп_ВозвратыПрочихНачисленийНПО,ВидДвижения,РегистрНакопления.уп_ВозвратыПрочихНачисленийНПО
80,ИсхСумма,"СУММА(ВЫБОР уп_ВозвратыПрочихНачисленийНПО.ВидДвижения
				КОГДА ЗНАЧЕНИЕ(ВидДвиженияНакопления.Приход)
					ТОГДА уп_ВозвратыПрочихНачисленийНПО.Сумма
				ИНАЧЕ -уп_ВозвратыПрочихНачисленийНПО.Сумма
			КОНЕЦ)",aggregate,уп_ВозвратыПрочихНачисленийНПО,Сумма,РегистрНакопления.уп_ВозвратыПрочихНачисленийНПО
81,ПенсионныйСчет,ВТ_ТранзитныеВидыНачалоКонец.ПенсионныйСчет,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ПенсионныйСчет,ВТ_ТранзитныеВидыНачалоКонец
81,ВидОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ВидОбязательств,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ВидОбязательств,ВТ_ТранзитныеВидыНачалоКонец
81,ДатаОпределенияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОпределенияОбязательств,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ДатаОпределенияОбязательств,ВТ_ТранзитныеВидыНачалоКонец
81,ДатаОкончанияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОкончанияОбязательств,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ДатаОкончанияОбязательств,ВТ_ТранзитныеВидыНачалоКонец
81,ВхСумма,"СУММА(ВЫБОР уп_ВозвратыПенсийНПО.ВидДвижения
				КОГДА ЗНАЧЕНИЕ(ВидДвиженияНакопления.Приход)
					ТОГДА уп_ВозвратыПенсийНПО.Сумма
				ИНАЧЕ -уп_ВозвратыПенсийНПО.Сумма
			КОНЕЦ)",aggregate,уп_ВозвратыПенсийНПО,ВидДвижения,РегистрНакопления.уп_ВозвратыПенсийНПО
81,ВхСумма,"СУММА(ВЫБОР уп_ВозвратыПенсийНПО.ВидДвижения
				КОГДА ЗНАЧЕНИЕ(ВидДвиженияНакопления.Приход)
					ТОГДА уп_ВозвратыПенсийНПО.Сумма
				ИНАЧЕ -уп_ВозвратыПенсийНПО.Сумма
			КОНЕЦ)",aggregate,уп_ВозвратыПенсийНПО,Сумма,РегистрНакопления.уп_ВозвратыПенсийНПО
81,ИсхСумма,0,literal,,,
82,ПенсионныйСчет,ВТ_ТранзитныеВидыНачалоКонец.ПенсионныйСчет,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ПенсионныйСчет,ВТ_ТранзитныеВидыНачалоКонец
82,ВидОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ВидОбязательств,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ВидОбязательств,ВТ_ТранзитныеВидыНачалоКонец
82,ДатаОпределенияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОпределенияОбязательств,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ДатаОпределенияОбязательств,ВТ_ТранзитныеВидыНачалоКонец
82,ДатаОкончанияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОкончанияОбязательств,field_ref,ВТ_ТранзитныеВидыНачалоКонец,ДатаОкончанияОбязательств,ВТ_ТранзитныеВидыНачалоКонец
82,ВхСумма,0,literal,,,
82,ИсхСумма,"СУММА(ВЫБОР уп_ВозвратыПенсийНПО.ВидДвижения
				КОГДА ЗНАЧЕНИЕ(ВидДвиженияНакопления.Приход)
					ТОГДА уп_ВозвратыПенсийНПО.Сумма
				ИНАЧЕ -уп_ВозвратыПенсийНПО.Сумма
			КОНЕЦ)",aggregate,уп_ВозвратыПенсийНПО,ВидДвижения,РегистрНакопления.уп_ВозвратыПенсийНПО
82,ИсхСумма,"СУММА(ВЫБОР уп_ВозвратыПенсийНПО.ВидДвижения
				КОГДА ЗНАЧЕНИЕ(ВидДвиженияНакопления.Приход)
					ТОГДА уп_ВозвратыПенсийНПО.Сумма
				ИНАЧЕ -уп_ВозвратыПенсийНПО.Сумма
			КОНЕЦ)",aggregate,уп_ВозвратыПенсийНПО,Сумма,РегистрНакопления.уп_ВозвратыПенсийНПО
83,ПенсионныйСчет,ПодЗапрос.ПенсионныйСчет,field_ref,ПодЗапрос,ПенсионныйСчет,ПодЗапрос
83,ВидОбязательств,ПодЗапрос.ВидОбязательств,field_ref,ПодЗапрос,ВидОбязательств,ПодЗапрос
83,ДатаОпределенияОбязательств,ПодЗапрос.ДатаОпределенияОбязательств,field_ref,ПодЗапрос,ДатаОпределенияОбязательств,ПодЗапрос
83,ДатаОкончанияОбязательств,ПодЗапрос.ДатаОкончанияОбязательств,field_ref,ПодЗапрос,ДатаОкончанияОбязательств,ПодЗапрос
83,ОстатокВх,СУММА(ПодЗапрос.ОстатокВх),aggregate,ПодЗапрос,ОстатокВх,ПодЗапрос
83,ОстатокИсх,СУММА(ПодЗапрос.ОстатокИсх),aggregate,ПодЗапрос,ОстатокИсх,ПодЗапрос
83,Взносы,СУММА(ПодЗапрос.Взносы),aggregate,ПодЗапрос,Взносы,ПодЗапрос
83,ИнвестиционныйДоход,СУММА(ПодЗапрос.ИнвестиционныйДоход),aggregate,ПодЗапрос,ИнвестиционныйДоход,ПодЗапрос
83,ПризнакИсхОстатка,ПодЗапрос.ПризнакИсхОстатка,field_ref,ПодЗапрос,ПризнакИсхОстатка,ПодЗапрос
83,ЗадолженностьПенсии,СУММА(ПодЗапрос.ЗадолженностьПенсии),aggregate,ПодЗапрос,ЗадолженностьПенсии,ПодЗапрос
