node_id,alias,primary_table,is_virtual,join_type
80,уп_ВозвратыПрочихНачисленийНПО,РегистрНакопления.уп_ВозвратыПрочихНачисленийНПО,0,ЛЕВОЕ_СОЕДИНЕНИЕ
80,ВТ_ТранзитныеВидыНачалоКонец.ВидОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ВидОбязательств,0,FROM
80,ВТ_ТранзитныеВидыНачалоКонец.ДатаОпределенияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОпределенияОбязательств,0,FROM
80,ВТ_ТранзитныеВидыНачалоКонец.ДатаОкончанияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОкончанияОбязательств,0,FROM
81,ВТ_ТранзитныеВидыНачалоКонец,ВТ_ТранзитныеВидыНачалоКонец,1,ИЗ
81,уп_ВозвратыПенсийНПО,РегистрНакопления.уп_ВозвратыПенсийНПО,0,ЛЕВОЕ_СОЕДИНЕНИЕ
81,ВТ_ТранзитныеВидыНачалоКонец.ВидОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ВидОбязательств,0,FROM
81,ВТ_ТранзитныеВидыНачалоКонец.ДатаОпределенияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОпределенияОбязательств,0,FROM
81,ВТ_ТранзитныеВидыНачалоКонец.ДатаОкончанияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОкончанияОбязательств,0,FROM
82,ВТ_ТранзитныеВидыНачалоКонец,ВТ_ТранзитныеВидыНачалоКонец,1,ИЗ
82,уп_ВозвратыПенсийНПО,РегистрНакопления.уп_ВозвратыПенсийНПО,0,ЛЕВОЕ_СОЕДИНЕНИЕ
82,ВТ_ТранзитныеВидыНачалоКонец.ВидОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ВидОбязательств,0,FROM
82,ВТ_ТранзитныеВидыНачалоКонец.ДатаОпределенияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОпределенияОбязательств,0,FROM
82,ВТ_ТранзитныеВидыНачалоКонец.ДатаОкончанияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОкончанияОбязательств,0,FROM
83,КАК,КАК,0,ИЗ
83,ПодЗапрос.ВидОбязательств,ПодЗапрос.ВидОбязательств,0,FROM
83,ПодЗапрос.ДатаОпределенияОбязательств,ПодЗапрос.ДатаОпределенияОбязательств,0,FROM
83,ПодЗапрос.ДатаОкончанияОбязательств,ПодЗапрос.ДатаОкончанияОбязательств,0,FROM
83,ПодЗапрос.ПризнакИсхОстатка,ПодЗапрос.ПризнакИсхОстатка,0,FROM
84,ВТ_ОстаткиТранзитныеВиды,ВТ_ОстаткиТранзитныеВиды,1,ИЗ
84,ВидОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ВидОбязательств,0,FROM
84,ДатаОпределенияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОпределенияОбязательств,0,FROM
84,ДатаОкончанияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОкончанияОбязательств,0,FROM
84,0,0,0,FROM
84,Взносы,СУММА,0,FROM
84,ЛОЖЬ,ЛОЖЬ,0,FROM
84,ВТ_ТранзитныеВидыНачалоКонец,ВТ_ТранзитныеВидыНачалоКонец,1,ИЗ
84,уп_Поступления,РегистрНакопления.уп_Поступления,0,ЛЕВОЕ_СОЕДИНЕНИЕ
84,ВТ_ТранзитныеВидыНачалоКонец.ВидОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ВидОбязательств,0,FROM
84,ВТ_ТранзитныеВидыНачалоКонец.ДатаОпределенияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОпределенияОбязательств,0,FROM
84,ВТ_ТранзитныеВидыНачалоКонец.ДатаОкончанияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОкончанияОбязательств,0,FROM
84,ИнвестиционныйДоход,СУММА,0,FROM
84,уп_ИнвестДоход,РегистрНакопления.уп_ИнвестДоход,0,ЛЕВОЕ_СОЕДИНЕНИЕ
84,СУММА,СУММА,0,FROM
85,ВТ_ОстаткиТранзитныеВиды,ВТ_ОстаткиТранзитныеВиды,1,ИЗ
86,ВТ_ТранзитныеВидыНачалоКонец,ВТ_ТранзитныеВидыНачалоКонец,1,ИЗ
86,уп_Поступления,РегистрНакопления.уп_Поступления,0,ЛЕВОЕ_СОЕДИНЕНИЕ
86,ВТ_ТранзитныеВидыНачалоКонец.ВидОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ВидОбязательств,0,FROM
86,ВТ_ТранзитныеВидыНачалоКонец.ДатаОпределенияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОпределенияОбязательств,0,FROM
86,ВТ_ТранзитныеВидыНачалоКонец.ДатаОкончанияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОкончанияОбязательств,0,FROM
87,ВТ_ТранзитныеВидыНачалоКонец,ВТ_ТранзитныеВидыНачалоКонец,1,ИЗ
87,уп_ИнвестДоход,РегистрНакопления.уп_ИнвестДоход,0,ЛЕВОЕ_СОЕДИНЕНИЕ
87,ВТ_ТранзитныеВидыНачалоКонец.ВидОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ВидОбязательств,0,FROM
87,ВТ_ТранзитныеВидыНачалоКонец.ДатаОпределенияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОпределенияОбязательств,0,FROM
87,ВТ_ТранзитныеВидыНачалоКонец.ДатаОкончанияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОкончанияОбязательств,0,FROM
