node_id,node_name,expr_type,expr_text,output_alias,line
132,ВТ_ПенсионныеДоговоры_Свойства,CASE,"ВЫБОР ИФРС17_ПараметрыГруппыДоговоровНПО.КатегорииДоговоровНПО
		КОГДА ЗНАЧЕНИЕ(Перечисление.ИФРС17_КатегорииДоговоровНПО.Страховые)
			ТОГДА ""Страховой""
		КОГДА ЗНАЧЕНИЕ(Перечисление.ИФРС17_КатегорииДоговоровНПО.ИнвестиционныеУДУпоИФРС17)
			ТОГДА ""Инвестиционный""
		КОГДА ЗНАЧЕНИЕ(Перечисление.ИФРС17_КатегорииДоговоровНПО.ИнвестиционныеУДУпоИФРС9)
			ТОГДА ""Инвестиционный договор с условиями дискреционного участия""
		КОГДА ЗНАЧЕНИЕ(Перечисление.ИФРС17_КатегорииДоговоровНПО.ИнвестиционныеБезУДУпоИФРС9)
			ТОГДА ""Инвестиционный договор",_case_,13
132,ВТ_ПенсионныеДоговоры_Свойства,FUNCTION,"учитываемый в соответствии с требованиями Международного стандарта финансовой отчетности (IFRS) 9"" 
	КОНЕЦ",ТипДоговораДляЕПС,14
132,ВТ_ПенсионныеДоговоры_Свойства,CASE,"ВЫБОР ИФРС17_ПортфельДоговоровНПО.МодельОценки
		КОГДА ЗНАЧЕНИЕ(Перечисление.ИФРС17_МодельОценки.Общая)
			ТОГДА ""Договор без условий прямого участия""
		КОГДА ЗНАЧЕНИЕ(Перечисление.ИФРС17_МодельОценки.ПеременноеВознаграждение)
			ТОГДА ""Договор с условиями прямого участия""
	КОНЕЦ",УсловиеПрямогоУчастия_МодельОценки,15
132,ВТ_ПенсионныеДоговоры_Свойства,CASE,"ВЫБОР
		КОГДА ВТ_ПараметрыПенсионныхДоговоров.ШаблонДоговора.епс_ЗависимостьУровняИндексацииПенсии В (ЗНАЧЕНИЕ(Перечисление.епс_ЗависимостьУровняИндексацииПенсии.ПерерасчетПоДоходуСверхУстановленного))
			ТОГДА
				ВЫБОР 
					КОГДА ВТ_ПараметрыПенсионныхДоговоров.ШаблонДоговора.РазмерМинИндексации >= 10 
						ТОГДА
							ПОДСТРОКА(""0123456789"", ВЫРАЗИТЬ(СЕКУНДА(ДОБАВИТЬКДАТЕ(ДАТАВРЕМЯ(1, 1, 1), СЕКУНДА, 6 * ВТ_ПараметрыПенсионныхДоговоров.ШаблонДоговора.РазмерМинИндексации/10)) / 6 + 1 - 0.5 КАК ЧИСЛО(2)), 1)
                    	ИНАЧЕ """"
                КОНЕЦ
				+ ПОДСТРОКА(""0123456789"", ВЫРАЗИТЬ(СЕКУНДА(ДОБАВИТЬКДАТЕ(ДАТАВРЕМЯ(1, 1, 1), СЕКУНДА, 6 * ВТ_ПараметрыПенсионныхДоговоров.ШаблонДоговора.РазмерМинИндексации)) / 6 + 1 - 0.5 КАК ЧИСЛО(2)), 1)
			    + """,_case_,16
132,ВТ_ПенсионныеДоговоры_Свойства,ARITHMETIC,"""
			    + ПОДСТРОКА(""0123456789"", ВЫРАЗИТЬ(СЕКУНДА(ДОБАВИТЬКДАТЕ(ДАТАВРЕМЯ(1, 1, 1), СЕКУНДА, 6 * ВТ_ПараметрыПенсионныхДоговоров.ШаблонДоговора.РазмерМинИндексации/0.1)) / 6 + 1 - 0.5 КАК ЧИСЛО(2)), 1)
			    + ПОДСТРОКА(""0123456789"", ВЫРАЗИТЬ(СЕКУНДА(ДОБАВИТЬКДАТЕ(ДАТАВРЕМЯ(1, 1, 1), СЕКУНДА, 6 * ВТ_ПараметрыПенсионныхДоговоров.ШаблонДоговора.РазмерМинИндексации/0.01)) / 6 + 1 - 0.5 КАК ЧИСЛО(2)), 1)
				+ ""%""
		КОГДА ТИПЗНАЧЕНИЯ(ВТ_ПараметрыПенсионныхДоговоров.ШаблонДоговора.епс_ЗависимостьУровняИндексацииПенсии) = ТИП(СТРОКА)
				И ВТ_ПараметрыПенсионныхДоговоров.ШаблонДоговора.епс_ЗависимостьУровняИндексацииПенсии <> """"
			ТОГДА ВЫРАЗИТЬ(ВТ_ПараметрыПенсионныхДоговоров.ШаблонДоговора.епс_ЗависимостьУровняИндексацииПенсии КАК СТРОКА)
		ИНАЧЕ ""-""
	КОНЕЦ",УровеньИндексацииРасшифровка,17
132,ВТ_ПенсионныеДоговоры_Свойства,CASE,"ВЫБОР

		КОГДА ВТ_ПенсионныеДоговоры.ПенсионныйДоговор.АлгоритмРасчетаВыкупнойСуммы = ЗНАЧЕНИЕ(Перечисление.уп_АлгоритмыРасчетаВыкупнойСуммы.Основной)
			ТОГДА 11
		КОГДА ВТ_ПенсионныеДоговоры.ПенсионныйДоговор.АлгоритмРасчетаВыкупнойСуммы = ЗНАЧЕНИЕ(Перечисление.уп_АлгоритмыРасчетаВыкупнойСуммы.Альтернативный)
			ТОГДА 21        

		КОГДА ВТ_ПараметрыПенсионныхДоговоров.ШаблонДоговора.АлгоритмРасчетаВыкупнойСуммы = ЗНАЧЕНИЕ(Перечисление.уп_АлгоритмыРасчетаВыкупнойСуммы.Основной)
			ТОГДА 12
		КОГДА ВТ_ПараметрыПенсионныхДоговоров.ШаблонДоговора.АлгоритмРасчетаВыкупнойСуммы = ЗНАЧЕНИЕ(Перечисление.уп_АлгоритмыРасчетаВыкупнойСуммы.Альтернативный)
			ТОГДА 22 

		КОГДА ВТ_ПараметрыПенсионныхДоговоров.Схема.АлгоритмРасчетаВыкупнойСуммы = ЗНАЧЕНИЕ(Перечисление.уп_АлгоритмыРасчетаВыкупнойСуммы.Основной)
			ТОГДА 13
		КОГДА ВТ_ПараметрыПенсионныхДоговоров.Схема.АлгоритмРасчетаВыкупнойСуммы = ЗНАЧЕНИЕ(Перечисление.уп_АлгоритмыРасчетаВыкупнойСуммы.Альтернативный)
			ТОГДА 23 				
	КОНЕЦ",ПриоритетРасчетаВС,18
134,ВТ_СхемыПенсионныхСчетов,CASE,"ВЫБОР 
		КОГДА уп_СхемаСчета.ТипПенсии = ЗНАЧЕНИЕ(Перечисление.уп_ТипыПенсионныхСхем.ПустаяСсылка)
			ТОГДА уп_СхемаСчета.Схема.ТипПенсионнойСхемы
		ИНАЧЕ уп_СхемаСчета.ТипПенсии
	КОНЕЦ",ТипПенсии,4
137,ВТ_Схемы_Свойства,CASE,"ВЫБОР уп_ПенсионныеСхемы.Фондирование
		КОГДА ЗНАЧЕНИЕ(Перечисление.уп_ФондированиеПенсионныхСхем.Фондированная)
			ТОГДА ""фондированная""
		КОГДА ЗНАЧЕНИЕ(Перечисление.уп_ФондированиеПенсионныхСхем.ЧастичноФондированная)
			ТОГДА ""не фондированная""
		КОГДА ЗНАЧЕНИЕ(Перечисление.уп_ФондированиеПенсионныхСхем.НеФондированная)
			ТОГДА ""не фондированная""
		ИНАЧЕ """"
	КОНЕЦ",Фондирование,11
137,ВТ_Схемы_Свойства,CASE,"ВЫБОР 
		КОГДА уп_ПенсионныеСхемы.ОтветственностьЗаДополнительноеФондирование2025 = ЗНАЧЕНИЕ(Перечисление.уп_ВариантыОтветственностиЗаДополнительноеФондирование.ПустаяСсылка)
			ТОГДА
				ВЫБОР уп_ПенсионныеСхемы.ОтветственностьЗаДополнительноеФондирование
					КОГДА ЗНАЧЕНИЕ(Перечисление.уп_ВариантыОтветственностиЗаДополнительноеФондирование.Фонд)
						ТОГДА ""Фонд",_case_,12
137,ВТ_Схемы_Свойства,FUNCTION,"в объеме обязательств по выплате""
					КОГДА ЗНАЧЕНИЕ(Перечисление.уп_ВариантыОтветственностиЗаДополнительноеФондирование.Вкладчик)
						ТОГДА ""вкладчик""
					ИНАЧЕ """"
				КОНЕЦ
		ИНАЧЕ 
				ВЫБОР уп_ПенсионныеСхемы.ОтветственностьЗаДополнительноеФондирование2025
					КОГДА ЗНАЧЕНИЕ(Перечисление.уп_ВариантыОтветственностиЗаДополнительноеФондирование.ФондВОбъемеОбязательств)
						ТОГДА ""Фонд","в объеме обязательств по выплате""
					КОГДА ЗНАЧЕНИЕ",13
137,ВТ_Схемы_Свойства,FUNCTION,"в объеме обязательств по выплате"" 
					КОГДА ЗНАЧЕНИЕ(Перечисление.уп_ВариантыОтветственностиЗаДополнительноеФондирование.ФондВПределахОстатка)
						ТОГДА ""Фонд","в объеме обязательств по выплате"" 
					КОГДА ЗНАЧЕНИЕ",14
137,ВТ_Схемы_Свойства,FUNCTION,"в пределах остатка счета"" 
					КОГДА ЗНАЧЕНИЕ(Перечисление.уп_ВариантыОтветственностиЗаДополнительноеФондирование.Вкладчик)
						ТОГДА ""вкладчик""
					ИНАЧЕ """"
				КОНЕЦ
	КОНЕЦ",ОтветственностьЗаДополнительноеФондирование,15
137,ВТ_Схемы_Свойства,CASE,"ВЫБОР
		КОГДА уп_ПенсионныеСхемы.НаследованиеВНакопительныйПериод
			ТОГДА ВЫБОР
					КОГДА уп_ПенсионныеСхемы.НаследованиеВВыплатнойПериод
						ТОГДА ""полное""
					ИНАЧЕ ""накопительное""
				КОНЕЦ
		ИНАЧЕ ВЫБОР
				КОГДА уп_ПенсионныеСхемы.НаследованиеВВыплатнойПериод
					ТОГДА ""выплатное""
				ИНАЧЕ ""-""
			КОНЕЦ                                                               
	КОНЕЦ",Наследование,16
137,ВТ_Схемы_Свойства,CASE,"ВЫБОР уп_ПенсионныеСхемы.ТипПенсионнойСхемы
		КОГДА ЗНАЧЕНИЕ(Перечисление.уп_ТипыПенсионныхСхем.ДоИсчерпанияСредствНаСчете)
			ТОГДА ""до исчерпания""
		КОГДА ЗНАЧЕНИЕ(Перечисление.уп_ТипыПенсионныхСхем.ПожизненныхВыплат)
			ТОГДА ""пожизненно""
		КОГДА ЗНАЧЕНИЕ(Перечисление.уп_ТипыПенсионныхСхем.СрочныхВыплат)
			ТОГДА ""срочно""
		ИНАЧЕ ""смешанно""
	КОНЕЦ",ПериодВыплаты,19
137,ВТ_Схемы_Свойства,CASE,"ВЫБОР
		КОГДА уп_ПенсионныеСхемы.НаименованиеДляОтчетности <> """"
			ТОГДА уп_ПенсионныеСхемы.НаименованиеДляОтчетности
		ИНАЧЕ уп_ПенсионныеСхемы.Наименование
	КОНЕЦ",Представление,20
137,ВТ_Схемы_Свойства,CASE,"ВЫБОР уп_ПенсионныеСхемы.ВидПенсионнойСхемы
		КОГДА ЗНАЧЕНИЕ(Перечисление.уп_ВидыПенсионныхСхем.Страховая)
			ТОГДА ""Страховой""
		КОГДА ЗНАЧЕНИЕ(Перечисление.уп_ВидыПенсионныхСхем.Сберегательная)
			ТОГДА ""Инвестиционный""
		ИНАЧЕ NULL
	КОНЕЦ",ТипДоговораЕПСпоСхеме,22
138,ВТ_СхемыПенсионныхСчетов_ТранзитныеОбязательства,CASE,"ВЫБОР 
		КОГДА уп_СхемаСчета.ТипПенсии = ЗНАЧЕНИЕ(Перечисление.уп_ТипыПенсионныхСхем.ПустаяСсылка)
			ТОГДА уп_СхемаСчета.Схема.ТипПенсионнойСхемы
		ИНАЧЕ уп_СхемаСчета.ТипПенсии
	КОНЕЦ",ТипПенсии,6
138,ВТ_СхемыПенсионныхСчетов_ТранзитныеОбязательства,CASE,"ВЫБОР уп_СхемаСчета.Схема.ВидПенсионнойСхемы
		КОГДА ЗНАЧЕНИЕ(Перечисление.уп_ВидыПенсионныхСхем.Страховая)
			ТОГДА ""Страховой""
		КОГДА ЗНАЧЕНИЕ(Перечисление.уп_ВидыПенсионныхСхем.Сберегательная)
			ТОГДА ""Инвестиционный""
		ИНАЧЕ NULL
	КОНЕЦ",ТипДоговораЕПСпоСхеме,7
138,ВТ_СхемыПенсионныхСчетов_ТранзитныеОбязательства,CASE,"ВЫБОР
		КОГДА уп_СхемаСчета.Схема.НаименованиеДляОтчетности <> """"
			ТОГДА уп_СхемаСчета.Схема.НаименованиеДляОтчетности
		ИНАЧЕ уп_СхемаСчета.Схема.Наименование
	КОНЕЦ",Представление,15
147,ВТ_ДанныеКонтрагентов,CASE,"ВЫБОР
		КОГДА Контрагенты.РегистрационныйНомер = """"
				ИЛИ Контрагенты.РегистрационныйНомер ЕСТЬ NULL
			ТОГДА ""00000""
		ИНАЧЕ Контрагенты.РегистрационныйНомер
	КОНЕЦ",РегистрационныйНомер,1
147,ВТ_ДанныеКонтрагентов,CASE,"ВЫБОР
		КОГДА Контрагенты.Ссылка = ЗНАЧЕНИЕ(Перечисление.епс_НеперсонифицируемыеАкционеры.АкционерыМиноритарии)
			ТОГДА ""АМ""
		КОГДА Контрагенты.ЮридическоеФизическоеЛицо = ЗНАЧЕНИЕ(Перечисление.ЮридическоеФизическоеЛицо.ЮридическоеЛицо)
			ТОГДА ""ЮЛ""
		ИНАЧЕ ВЫБОР
				КОГДА Контрагенты.уп_Участник
					ТОГДА ""ФЛ""
				ИНАЧЕ ""ИП""
			КОНЕЦ
	КОНЕЦ + ВЫБОР
		КОГДА Контрагенты.СтранаРегистрации = ЗНАЧЕНИЕ(Справочник.СтраныМира.Россия)
			ТОГДА ""1""
		ИНАЧЕ ""0""
	КОНЕЦ",ТипКонтр,2
147,ВТ_ДанныеКонтрагентов,CASE,"ВЫБОР
		КОГДА Контрагенты.НалоговыйНомер = """"
			ТОГДА ""00000""
		ИНАЧЕ Контрагенты.НалоговыйНомер
	КОНЕЦ",ТИН,3
147,ВТ_ДанныеКонтрагентов,CASE,"ВЫБОР
		КОГДА Контрагенты.епс_КодНерезидентаДляОтчетности = """"
				ИЛИ Контрагенты.епс_КодНерезидентаДляОтчетности ЕСТЬ NULL
			ТОГДА ВЫБОР
					КОГДА Контрагенты.ЮридическоеФизическоеЛицо = ЗНАЧЕНИЕ(Перечисление.ЮридическоеФизическоеЛицо.ЮридическоеЛицо)
						ТОГДА ""КН0000""
					ИНАЧЕ ""КН0000""
				КОНЕЦ
		ИНАЧЕ Контрагенты.епс_КодНерезидентаДляОтчетности
	КОНЕЦ",КН,4
147,ВТ_ДанныеКонтрагентов,CASE,"ВЫБОР
		КОГДА ФизическиеЛица.СтраховойНомерПФР В (""   -   -      "", """", ""-   -"")
				ИЛИ ФизическиеЛица.СтраховойНомерПФР ЕСТЬ NULL
			ТОГДА ""000-000-00000""
		ИНАЧЕ ВЫБОР
				КОГДА ПОДСТРОКА(ФизическиеЛица.СтраховойНомерПФР, 14, 1) = """"
					ТОГДА ВЫРАЗИТЬ(ФизическиеЛица.СтраховойНомерПФР КАК СТРОКА(15))
				ИНАЧЕ ПОДСТРОКА(ФизическиеЛица.СтраховойНомерПФР, 1, 11) +"" "" + ПОДСТРОКА(ФизическиеЛица.СтраховойНомерПФР, 13, 2)
			КОНЕЦ
	КОНЕЦ",СНИЛС,6
147,ВТ_ДанныеКонтрагентов,CASE,"ВЫБОР
		КОГДА Контрагенты.Ссылка = ЗНАЧЕНИЕ(Перечисление.епс_НеперсонифицируемыеАкционеры.АкционерыМиноритарии)
			ТОГДА ""Акционеры миноритарии""
		КОГДА ФизическиеЛица.ФИО = """"
				ИЛИ ФизическиеЛица.ФИО ЕСТЬ NULL
			ТОГДА Контрагенты.НаименованиеПолное
		ИНАЧЕ ФизическиеЛица.ФИО
	КОНЕЦ",ФИО,7
147,ВТ_ДанныеКонтрагентов,CASE,"ВЫБОР
		КОГДА Контрагенты.КПП = """"
				ИЛИ Контрагенты.КПП ЕСТЬ NULL
			ТОГДА ""??????""
		ИНАЧЕ Контрагенты.КПП
	КОНЕЦ",КПП,8
147,ВТ_ДанныеКонтрагентов,CAST,ВЫРАЗИТЬ(Контрагенты.СтранаРегистрации.Код КАК СТРОКА(10)),КодСтраныСтр,9
147,ВТ_ДанныеКонтрагентов,FUNCTION,СОКРЛП(Контрагенты.Код),КодЮЛ,10
147,ВТ_ДанныеКонтрагентов,CASE,"ВЫБОР
		КОГДА Контрагенты.ИНН = """"
				ИЛИ Контрагенты.ИНН ЕСТЬ NULL
			ТОГДА ""??????""
		ИНАЧЕ Контрагенты.ИНН
	КОНЕЦ",К_ИНН,11
147,ВТ_ДанныеКонтрагентов,CASE,"ВЫБОР
		КОГДА ГражданствоФизическихЛиц.ИНН = """"
				ИЛИ ГражданствоФизическихЛиц.ИНН ЕСТЬ NULL
			ТОГДА ""??????""
		ИНАЧЕ ГражданствоФизическихЛиц.ИНН
	КОНЕЦ",Гр_Ф_ИНН,12
147,ВТ_ДанныеКонтрагентов,CASE,"ВЫБОР
		КОГДА ФизическиеЛица.ИНН = """"
				ИЛИ ФизическиеЛица.ИНН ЕСТЬ NULL
			ТОГДА ""??????""
		ИНАЧЕ ФизическиеЛица.ИНН
	КОНЕЦ",Фл_ИНН,13
148,Часть_1,CASE,"ВЫБОР
		КОГДА Контрагенты.РегистрационныйНомер = """"
				ИЛИ Контрагенты.РегистрационныйНомер ЕСТЬ NULL
			ТОГДА ""00000""
		ИНАЧЕ Контрагенты.РегистрационныйНомер
	КОНЕЦ",РегистрационныйНомер,1
148,Часть_1,CASE,"ВЫБОР
		КОГДА Контрагенты.Ссылка = ЗНАЧЕНИЕ(Перечисление.епс_НеперсонифицируемыеАкционеры.АкционерыМиноритарии)
			ТОГДА ""АМ""
		КОГДА Контрагенты.ЮридическоеФизическоеЛицо = ЗНАЧЕНИЕ(Перечисление.ЮридическоеФизическоеЛицо.ЮридическоеЛицо)
			ТОГДА ""ЮЛ""
		ИНАЧЕ ВЫБОР
				КОГДА Контрагенты.уп_Участник
					ТОГДА ""ФЛ""
				ИНАЧЕ ""ИП""
			КОНЕЦ
	КОНЕЦ + ВЫБОР
		КОГДА Контрагенты.СтранаРегистрации = ЗНАЧЕНИЕ(Справочник.СтраныМира.Россия)
			ТОГДА ""1""
		ИНАЧЕ ""0""
	КОНЕЦ",ТипКонтр,2
148,Часть_1,CASE,"ВЫБОР
		КОГДА Контрагенты.НалоговыйНомер = """"
			ТОГДА ""00000""
		ИНАЧЕ Контрагенты.НалоговыйНомер
	КОНЕЦ",ТИН,3
148,Часть_1,CASE,"ВЫБОР
		КОГДА Контрагенты.епс_КодНерезидентаДляОтчетности = """"
				ИЛИ Контрагенты.епс_КодНерезидентаДляОтчетности ЕСТЬ NULL
			ТОГДА ВЫБОР
					КОГДА Контрагенты.ЮридическоеФизическоеЛицо = ЗНАЧЕНИЕ(Перечисление.ЮридическоеФизическоеЛицо.ЮридическоеЛицо)
						ТОГДА ""КН0000""
					ИНАЧЕ ""КН0000""
				КОНЕЦ
		ИНАЧЕ Контрагенты.епс_КодНерезидентаДляОтчетности
	КОНЕЦ",КН,4
148,Часть_1,CASE,"ВЫБОР
		КОГДА ФизическиеЛица.СтраховойНомерПФР В (""   -   -      "", """", ""-   -"")
				ИЛИ ФизическиеЛица.СтраховойНомерПФР ЕСТЬ NULL
			ТОГДА ""000-000-00000""
		ИНАЧЕ ВЫБОР
				КОГДА ПОДСТРОКА(ФизическиеЛица.СтраховойНомерПФР, 14, 1) = """"
					ТОГДА ВЫРАЗИТЬ(ФизическиеЛица.СтраховойНомерПФР КАК СТРОКА(15))
				ИНАЧЕ ПОДСТРОКА(ФизическиеЛица.СтраховойНомерПФР, 1, 11) +"" "" + ПОДСТРОКА(ФизическиеЛица.СтраховойНомерПФР, 13, 2)
			КОНЕЦ
	КОНЕЦ",СНИЛС,6
148,Часть_1,CASE,"ВЫБОР
		КОГДА Контрагенты.Ссылка = ЗНАЧЕНИЕ(Перечисление.епс_НеперсонифицируемыеАкционеры.АкционерыМиноритарии)
			ТОГДА ""Акционеры миноритарии""
		КОГДА ФизическиеЛица.ФИО = """"
				ИЛИ ФизическиеЛица.ФИО ЕСТЬ NULL
			ТОГДА Контрагенты.НаименованиеПолное
		ИНАЧЕ ФизическиеЛица.ФИО
	КОНЕЦ",ФИО,7
148,Часть_1,CASE,"ВЫБОР
		КОГДА Контрагенты.КПП = """"
				ИЛИ Контрагенты.КПП ЕСТЬ NULL
			ТОГДА ""??????""
		ИНАЧЕ Контрагенты.КПП
	КОНЕЦ",КПП,8
148,Часть_1,CAST,ВЫРАЗИТЬ(Контрагенты.СтранаРегистрации.Код КАК СТРОКА(10)),КодСтраныСтр,9
148,Часть_1,FUNCTION,СОКРЛП(Контрагенты.Код),КодЮЛ,10
148,Часть_1,CASE,"ВЫБОР
		КОГДА Контрагенты.ИНН = """"
				ИЛИ Контрагенты.ИНН ЕСТЬ NULL
			ТОГДА ""??????""
		ИНАЧЕ Контрагенты.ИНН
	КОНЕЦ",К_ИНН,11
148,Часть_1,CASE,"ВЫБОР
		КОГДА ГражданствоФизическихЛиц.ИНН = """"
				ИЛИ ГражданствоФизическихЛиц.ИНН ЕСТЬ NULL
			ТОГДА ""??????""
		ИНАЧЕ ГражданствоФизическихЛиц.ИНН
	КОНЕЦ",Гр_Ф_ИНН,12
148,Часть_1,CASE,"ВЫБОР
		КОГДА ФизическиеЛица.ИНН = """"
				ИЛИ ФизическиеЛица.ИНН ЕСТЬ NULL
			ТОГДА ""??????""
		ИНАЧЕ ФизическиеЛица.ИНН
	КОНЕЦ",Фл_ИНН,13
152,ВТ_ФИО_ИП,AGGREGATE,"МАКСИМУМ(ВЫБОР
			КОГДА СведенияИП.Свойство.Наименование = ""Инд.предприниматель Фамилия""
				ТОГДА СведенияИП.Значение
		КОНЕЦ)",ФамилияИП,2
152,ВТ_ФИО_ИП,AGGREGATE,"МАКСИМУМ(ВЫБОР
			КОГДА СведенияИП.Свойство.Наименование = ""Инд.предприниматель Имя""
				ТОГДА СведенияИП.Значение
		КОНЕЦ)",ИмяИП,3
152,ВТ_ФИО_ИП,AGGREGATE,"МАКСИМУМ(ВЫБОР
			КОГДА СведенияИП.Свойство.Наименование = ""Инд.предприниматель Отчество""
				ТОГДА СведенияИП.Значение
		КОНЕЦ)",ОтчествоИП,4
153,ВТ_ПаспортныеДанные_ПоследняяЗапись,AGGREGATE,МАКСИМУМ(ДокументыФизическихЛиц.Период),Период,2
155,ВТ_ПаспортныеДанные_1,AGGREGATE,МАКСИМУМ(ДокументыФизическихЛиц.Серия),Серия,2
155,ВТ_ПаспортныеДанные_1,AGGREGATE,МАКСИМУМ(ДокументыФизическихЛиц.Номер),Номер,3
157,ВТ_ПаспортныеДанные_Cleared,CASE,"ВЫБОР
		КОГДА ДокументыФизическихЛиц.Серия В ("""", NULL)
			ТОГДА """"
		ИНАЧЕ ВЫБОР
				КОГДА ПОДСТРОКА(ДокументыФизическихЛиц.Серия, 1, 1) = "" ""
					ТОГДА """"
				ИНАЧЕ ПОДСТРОКА(ДокументыФизическихЛиц.Серия, 1, 1)
			КОНЕЦ + ВЫБОР
				КОГДА ПОДСТРОКА(ДокументыФизическихЛиц.Серия, 2, 1) = "" ""
					ТОГДА """"
				ИНАЧЕ ПОДСТРОКА(ДокументыФизическихЛиц.Серия, 2, 1)
			КОНЕЦ + ВЫБОР
				КОГДА ПОДСТРОКА(ДокументыФизическихЛиц.Серия, 3, 1) = "" ""
					ТОГДА """"
				ИНАЧЕ ПОДСТРОКА(ДокументыФизическихЛиц.Серия, 3, 1)
			КОНЕЦ + ВЫБОР
				КОГДА ПОДСТРОКА(ДокументыФизическихЛиц.Серия, 4, 1) = "" ""
					ТОГДА """"
				ИНАЧЕ ПОДСТРОКА(ДокументыФизическихЛиц.Серия, 4, 1)
			КОНЕЦ + ВЫБОР
				КОГДА ПОДСТРОКА(ДокументыФизическихЛиц.Серия, 5, 1) = "" ""
					ТОГДА """"
				ИНАЧЕ ПОДСТРОКА(ДокументыФизическихЛиц.Серия, 5, 1)
			КОНЕЦ + ВЫБОР
				КОГДА ПОДСТРОКА(ДокументыФизическихЛиц.Серия, 6, 1) = "" ""
					ТОГДА """"
				ИНАЧЕ ПОДСТРОКА(ДокументыФизическихЛиц.Серия, 6, 1)
			КОНЕЦ + ВЫБОР
				КОГДА ПОДСТРОКА(ДокументыФизическихЛиц.Серия, 7, 1) = "" ""
					ТОГДА """"
				ИНАЧЕ ПОДСТРОКА(ДокументыФизическихЛиц.Серия, 7, 1)
			КОНЕЦ + ВЫБОР
				КОГДА ПОДСТРОКА(ДокументыФизическихЛиц.Серия, 8, 1) = "" ""
					ТОГДА """"
				ИНАЧЕ ПОДСТРОКА(ДокументыФизическихЛиц.Серия, 8, 1)
			КОНЕЦ + ВЫБОР
				КОГДА ПОДСТРОКА(ДокументыФизическихЛиц.Серия, 9, 1) = "" ""
					ТОГДА """"
				ИНАЧЕ ПОДСТРОКА(ДокументыФизическихЛиц.Серия, 9, 1)
			КОНЕЦ + ВЫБОР
				КОГДА ПОДСТРОКА(ДокументыФизическихЛиц.Серия, 10, 1) = "" ""
					ТОГДА """"
				ИНАЧЕ ПОДСТРОКА(ДокументыФизическихЛиц.Серия, 10, 1)
			КОНЕЦ + ВЫБОР
				КОГДА ПОДСТРОКА(ДокументыФизическихЛиц.Серия, 11, 1) = "" ""
					ТОГДА """"
				ИНАЧЕ ПОДСТРОКА(ДокументыФизическихЛиц.Серия, 11, 1)
			КОНЕЦ + ВЫБОР
				КОГДА ПОДСТРОКА(ДокументыФизическихЛиц.Серия, 12, 1) = "" ""
					ТОГДА """"
				ИНАЧЕ ПОДСТРОКА(ДокументыФизическихЛиц.Серия, 12, 1)
			КОНЕЦ + ВЫБОР
				КОГДА ПОДСТРОКА(ДокументыФизическихЛиц.Серия, 13, 1) = "" ""
					ТОГДА """"
				ИНАЧЕ ПОДСТРОКА(ДокументыФизическихЛиц.Серия, 13, 1)
			КОНЕЦ + ВЫБОР
				КОГДА ПОДСТРОКА(ДокументыФизическихЛиц.Серия, 14, 1) = "" ""
					ТОГДА """"
				ИНАЧЕ ПОДСТРОКА(ДокументыФизическихЛиц.Серия, 14, 1)
			КОНЕЦ
	КОНЕЦ",Серия,2
