node_id,node_name,source_name,source_kind,ordinal
115,ВТ_ПенсионныеСчета_Свойства_ТранзитныеОбязательства,ВТ_ТРАНЗИТНЫЕВИДЫ_ДАТЫФИКСАЦИИ,TempTable,3
115,ВТ_ПенсионныеСчета_Свойства_ТранзитныеОбязательства,ВТ_ТРАНЗИТНЫЕВИДЫ_ТИПЫДОГОВОРОВЕПС,TempTable,4
115,ВТ_ПенсионныеСчета_Свойства_ТранзитныеОбязательства,ВТ_ТРАНЗИТНЫЕВИДЫ_ГРУППЫСЧЕТОВ,TempTable,5
115,ВТ_ПенсионныеСчета_Свойства_ТранзитныеОбязательства,ВТ_ПЕНСИОННЫЕСЧЕТА,TempTable,6
115,ВТ_ПенсионныеСчета_Свойства_ТранзитныеОбязательства,СПРАВОЧНИК.УП_ПЕНСИОННЫЕСЧЕТА,Catalog,7
115,ВТ_ПенсионныеСчета_Свойства_ТранзитныеОбязательства,ВТ_ПРИЧИНЫЗАКРЫТИЯ,TempTable,8
115,ВТ_ПенсионныеСчета_Свойства_ТранзитныеОбязательства,ВТ_ВИДЫПЕНСИОННЫХСЧЕТОВ,TempTable,9
115,ВТ_ПенсионныеСчета_Свойства_ТранзитныеОбязательства,ВТ_ПЕНСИОННЫЕСЧЕТАРПВ,TempTable,10
116,ВТ_ПенсионныеСчетаСПТ,ВТ_ПЕНСИОННЫЕСЧЕТА,TempTable,1
116,ВТ_ПенсионныеСчетаСПТ,СПРАВОЧНИК.УП_ПЕНСИОННЫЕСЧЕТА,Catalog,2
116,ВТ_ПенсионныеСчетаСПТ,РЕГИСТРСВЕДЕНИЙ.УП_ПАРАМЕТРЫПЕНСИОННОГОДОГОВОРА.СРЕЗПОСЛЕДНИХ,InformationRegister,3
116,ВТ_ПенсионныеСчетаСПТ,СПРАВОЧНИК.УП_ШАБЛОНЫДОГОВОРОВ,Catalog,4
116,ВТ_ПенсионныеСчетаСПТ,РЕГИСТРСВЕДЕНИЙ.УП_ПЕНСИОННЫЕCЧЕТАCСПТ.СРЕЗПОСЛЕДНИХ,InformationRegister,5
117,ВТ_ПенсионныеСчета_Свойства,ВТ_ПЕНСИОННЫЕСЧЕТА,TempTable,1
117,ВТ_ПенсионныеСчета_Свойства,СПРАВОЧНИК.УП_ПЕНСИОННЫЕСЧЕТА,Catalog,2
117,ВТ_ПенсионныеСчета_Свойства,ВТ_ПРИЧИНЫЗАКРЫТИЯ,TempTable,3
117,ВТ_ПенсионныеСчета_Свойства,ВТ_ВИДЫПЕНСИОННЫХСЧЕТОВ,TempTable,4
117,ВТ_ПенсионныеСчета_Свойства,ВТ_ПЕНСИОННЫЕСЧЕТАРПВ,TempTable,5
117,ВТ_ПенсионныеСчета_Свойства,ВТ_ПЕНСИОННЫЕСЧЕТАСПТ,TempTable,6
117,ВТ_ПенсионныеСчета_Свойства,РЕГИСТРСВЕДЕНИЙ.УП_ПЕРИОДЫГАРАНТИЙНОГОВОСПОЛНЕНИЯНПО.СРЕЗПОСЛЕДНИХ,InformationRegister,7
117,ВТ_ПенсионныеСчета_Свойства,РЕГИСТРСВЕДЕНИЙ.УП_ДАТАФИКСАЦИИОБЯЗАТЕЛЬСТВНПО.СРЕЗПОСЛЕДНИХ,InformationRegister,8
117,ВТ_ПенсионныеСчета_Свойства,РЕГИСТРСВЕДЕНИЙ.УП_ТИПЫПЕНСИОННЫХСЧЕТОВДЛЯЕПС.СРЕЗПОСЛЕДНИХ,InformationRegister,9
117,ВТ_ПенсионныеСчета_Свойства,РЕГИСТРСВЕДЕНИЙ.ИФРС17_ГРУППЫСЧЕТОВНПО.СРЕЗПОСЛЕДНИХ,InformationRegister,10
117,ВТ_ПенсионныеСчета_Свойства,СПРАВОЧНИК.ИФРС17_ГРУППЫДОГОВОРОВНПО,Catalog,11
117,ВТ_ПенсионныеСчета_Свойства,СПРАВОЧНИК.ИФРС17_ПАРАМЕТРЫГРУППЫДОГОВОРОВНПО,Catalog,12
117,ВТ_ПенсионныеСчета_Свойства,СПРАВОЧНИК.ИФРС17_ПОРТФЕЛЬДОГОВОРОВНПО,Catalog,13
117,ВТ_ПенсионныеСчета_Свойства,РЕГИСТРСВЕДЕНИЙ.УП_ПЕНСИОННЫЕCЧЕТАCСПТ.СРЕЗПОСЛЕДНИХ,InformationRegister,14
118,Подзапрос_14,ВТ_ПЕНСИОННЫЕСЧЕТА,TempTable,1
119,Подзапрос_15,ВТ_ПЕНСИОННЫЕСЧЕТА,TempTable,1
120,Подзапрос_16,ВТ_ПЕНСИОННЫЕСЧЕТА,TempTable,1
121,Подзапрос_17,ВТ_ПЕНСИОННЫЕСЧЕТА,TempTable,1
