node_id,node_name,source_name,source_kind,ordinal
149,Часть_2,"__QM_8F6A82A6E47E497393CB26F00E3076F2__,",Unknown,6
149,Часть_2,__QM_A126E588157D4E9D94FD4390401E18A3__,Unknown,7
150,ВТ_ФИО_ФЛ,РЕГИСТРСВЕДЕНИЙ.ФИОФИЗИЧЕСКИХЛИЦ.СРЕЗПОСЛЕДНИХ,InformationRegister,1
151,Подзапрос_23,ВТ_ДАННЫЕКОНТРАГЕНТОВ,TempTable,1
152,ВТ_ФИО_ИП,РЕГИСТРСВЕДЕНИЙ.ЕПС_ДОПОЛНИТЕЛЬНЫЕСВЕДЕНИЯ.СРЕЗПОСЛЕДНИХ,InformationRegister,1
152,ВТ_ФИО_ИП,ВТ_ДАННЫЕКОНТРАГЕНТОВ,TempTable,2
153,ВТ_ПаспортныеДанные_ПоследняяЗапись,РЕГИСТРСВЕДЕНИЙ.ДОКУМЕНТЫФИЗИЧЕСКИХЛИЦ,InformationRegister,1
153,ВТ_ПаспортныеДанные_ПоследняяЗапись,ВТ_ДАННЫЕКОНТРАГЕНТОВ,TempTable,2
154,Подзапрос_24,ВТ_ВИДЫПАСПОРТОВ,TempTable,1
155,ВТ_ПаспортныеДанные_1,РЕГИСТРСВЕДЕНИЙ.ДОКУМЕНТЫФИЗИЧЕСКИХЛИЦ,InformationRegister,1
155,ВТ_ПаспортныеДанные_1,ВТ_ПАСПОРТНЫЕДАННЫЕ_ПОСЛЕДНЯЯЗАПИСЬ,TempTable,2
156,Подзапрос_25,ВТ_ВИДЫПАСПОРТОВ,TempTable,1
157,ВТ_ПаспортныеДанные_Cleared,ВТ_ПАСПОРТНЫЕДАННЫЕ_1,TempTable,1
158,ВТ_ПаспортныеДанные,ВТ_ПАСПОРТНЫЕДАННЫЕ_CLEARED,TempTable,1
159,ВТ_Данные_к,ВТ_ДАННЫЕКОНТРАГЕНТОВ,TempTable,1
159,ВТ_Данные_к,ВТ_ПАСПОРТНЫЕДАННЫЕ,TempTable,2
159,ВТ_Данные_к,ВТ_ФИО_ФЛ,TempTable,3
159,ВТ_Данные_к,ВТ_ФИО_ИП,TempTable,4
161,Часть_1,ВТ_ДАННЫЕ_К,TempTable,1
162,Часть_2,СПРАВОЧНИК.ОРГАНИЗАЦИИ,Catalog,1
163,ВТ_ИдентификаторыКонтрагентов,ВТ_ИДЕНТИФИКАТОРЫ264,TempTable,1
164,ВТ_ФизическиеЛица_Свойства,ВТ_ФИЗИЧЕСКИЕЛИЦА,TempTable,1
164,ВТ_ФизическиеЛица_Свойства,СПРАВОЧНИК.ФИЗИЧЕСКИЕЛИЦА,Catalog,2
165,ВТ_ФизическиеЛица_ДляПаспортов,ВТ_ФИЗИЧЕСКИЕЛИЦА_СВОЙСТВА,TempTable,1
166,ВТ_ГражданствоФизическихЛиц,РЕГИСТРСВЕДЕНИЙ.ГРАЖДАНСТВОФИЗИЧЕСКИХЛИЦ.СРЕЗПОСЛЕДНИХ,InformationRegister,1
167,Подзапрос_26,ВТ_ФИЗИЧЕСКИЕЛИЦА_ДЛЯПАСПОРТОВ,TempTable,1
169,Часть_1,ВТ_ВКЛАДЧИКИ,TempTable,1
170,Часть_2,ВТ_ФИЗИЧЕСКИЕЛИЦА,TempTable,1
170,Часть_2,ВТ_ПАСПОРТНЫЕДАННЫЕ,TempTable,2
170,Часть_2,ВТ_ФИЗИЧЕСКИЕЛИЦА_СВОЙСТВА,TempTable,3
170,Часть_2,ВТ_ГРАЖДАНСТВОФИЗИЧЕСКИХЛИЦ,TempTable,4
171,ВТ_Корректировки,РЕГИСТРНАКОПЛЕНИЯ.УП_РЕЗЕРВЫНПОНЕРАСПРЕДЕЛЕННЫЕПЛАТЕЖИ,AccumulationRegister,1
171,ВТ_Корректировки,ВТ_ПЕНСИОННЫЕСЧЕТА,TempTable,2
172,Подзапрос_27,ВТ_ТИПЫРЕЗЕРВОВ,TempTable,1
174,Подзапрос_28,ВТ_ПЕНСИОННЫЕСЧЕТА_ОРГ_ПС_ТР,TempTable,1
175,Подзапрос_29,ВТ_ПЕНСИОННЫЕСЧЕТА_ОРГ_ПС_ТР,TempTable,1
176,Подзапрос_30,ВТ_ПЕНСИОННЫЕСЧЕТА_ОРГ_ПС_ТР,TempTable,1
177,Подзапрос_31,ВТ_ПЕНСИОННЫЕСЧЕТА_ОРГ_ПС_ТР,TempTable,1
178,Подзапрос_32,ВТ_ПЕНСИОННЫЕСЧЕТА_ОРГ_ПС_ТР,TempTable,1
179,Подзапрос_33,ВТ_ПЕНСИОННЫЕСЧЕТА_ОРГ_ПС_ТР,TempTable,1
180,Подзапрос_34,ВТ_ПЕНСИОННЫЕСЧЕТА_ОРГ_ПС_ТР,TempTable,1
181,Подзапрос_35,ВТ_ПЕНСИОННЫЕСЧЕТА_ОРГ_ПС_ТР,TempTable,1
182,Подзапрос_36,ВТ_ПЕНСИОННЫЕСЧЕТА_ОРГ_ПС_ТР,TempTable,1
183,Подзапрос_37,ВТ_ПЕНСИОННЫЕСЧЕТА_ОРГ_ПС_ТР,TempTable,1
184,Часть_1,РЕГИСТРНАКОПЛЕНИЯ.УП_РЕЗЕРВЫ.ОСТАТКИ,AccumulationRegister,1
185,Часть_2,РЕГИСТРНАКОПЛЕНИЯ.УП_РЕЗЕРВЫ.ОСТАТКИ,AccumulationRegister,1
186,Часть_3,РЕГИСТРНАКОПЛЕНИЯ.УП_ПОСТУПЛЕНИЯ.ОБОРОТЫ,AccumulationRegister,1
187,Часть_4,РЕГИСТРНАКОПЛЕНИЯ.УП_ИНВЕСТДОХОД.ОБОРОТЫ,AccumulationRegister,1
188,Часть_5,ВТ_КОРРЕКТИРОВКИ,TempTable,1
189,Часть_6,РЕГИСТРНАКОПЛЕНИЯ.УП_ЗАДОЛЖЕННОСТЬПОПЕНСИЯМ.ОСТАТКИ,AccumulationRegister,1
190,Часть_7,РЕГИСТРНАКОПЛЕНИЯ.УП_ИНВЕСТДОХОДНПОКФИКСАЦИИ.ОСТАТКИ,AccumulationRegister,1
191,Часть_8,РЕГИСТРНАКОПЛЕНИЯ.УП_ВОЗВРАТЫПРОЧИХНАЧИСЛЕНИЙНПО.ОСТАТКИ,AccumulationRegister,1
192,Часть_9,РЕГИСТРНАКОПЛЕНИЯ.УП_ВОЗВРАТЫПРОЧИХНАЧИСЛЕНИЙНПО.ОСТАТКИ,AccumulationRegister,1
193,Часть_10,РЕГИСТРНАКОПЛЕНИЯ.УП_ВОЗВРАТЫПЕНСИЙНПО.ОСТАТКИ,AccumulationRegister,1
194,Часть_11,РЕГИСТРНАКОПЛЕНИЯ.УП_ВОЗВРАТЫПЕНСИЙНПО.ОСТАТКИ,AccumulationRegister,1
195,ВТ_Суммы_ПР_дляВС,ВТ_СУММЫ_ПР,TempTable,1
195,ВТ_Суммы_ПР_дляВС,ВТ_СХЕМЫПЕНСИОННЫХСЧЕТОВ,TempTable,2
195,ВТ_Суммы_ПР_дляВС,ВТ_СХЕМЫ_СВОЙСТВА,TempTable,3
196,ВТ_СуммыКоэффициентыВС_предв,ВТ_СУММЫ_ПР_ДЛЯВС,TempTable,1
196,ВТ_СуммыКоэффициентыВС_предв,ВТ_ПЕНСИОННЫЕДОГОВОРЫ_СВОЙСТВА,TempTable,2
196,ВТ_СуммыКоэффициентыВС_предв,РЕГИСТРСВЕДЕНИЙ.УП_КОЭФФИЦИЕНТВЫКУПНОЙСТОИМОСТИ.СРЕЗПОСЛЕДНИХ,InformationRegister,3
197,ДоговорКоэфДляРасчетаВыкупныхСумм,РЕГИСТРСВЕДЕНИЙ.УП_КОЭФФИЦИЕНТЫДЛЯРАСЧЕТАВЫКУПНЫХСУММ,InformationRegister,1
198,ШаблонКоэфДляРасчетаВыкупныхСумм,РЕГИСТРСВЕДЕНИЙ.УП_КОЭФФИЦИЕНТЫДЛЯРАСЧЕТАВЫКУПНЫХСУММ,InformationRegister,1
199,СхемаКоэфДляРасчетаВыкупныхСумм,РЕГИСТРСВЕДЕНИЙ.УП_КОЭФФИЦИЕНТЫДЛЯРАСЧЕТАВЫКУПНЫХСУММ,InformationRegister,1
200,БудущееДоговорКоэфДляРасчетаВыкупныхСумм,РЕГИСТРСВЕДЕНИЙ.УП_КОЭФФИЦИЕНТЫДЛЯРАСЧЕТАВЫКУПНЫХСУММ,InformationRegister,1
201,БудущееШаблонКоэфДляРасчетаВыкупныхСумм,РЕГИСТРСВЕДЕНИЙ.УП_КОЭФФИЦИЕНТЫДЛЯРАСЧЕТАВЫКУПНЫХСУММ,InformationRegister,1
202,БудущееСхемаКоэфДляРасчетаВыкупныхСумм,РЕГИСТРСВЕДЕНИЙ.УП_КОЭФФИЦИЕНТЫДЛЯРАСЧЕТАВЫКУПНЫХСУММ,InformationRegister,1
203,ВТ_СуммыКоэффициентыВС,ВТ_СУММЫКОЭФФИЦИЕНТЫВС_ПРЕДВ,TempTable,1
204,ВТ_РасчетнаяДатаВС,ВТ_СУММЫКОЭФФИЦИЕНТЫВС,TempTable,1
205,ВТ_Сумма_ПР_дляПП,ВТ_СУММЫ_ПР_ДЛЯВС,TempTable,1
205,ВТ_Сумма_ПР_дляПП,РЕГИСТРСВЕДЕНИЙ.УП_КОЭФФИЦИЕНТВЫКУПНОЙСТОИМОСТИ.СРЕЗПОСЛЕДНИХ,InformationRegister,2
206,ДоговорКоэфДляРасчетаВыкупныхСумм,РЕГИСТРСВЕДЕНИЙ.УП_КОЭФФИЦИЕНТЫДЛЯРАСЧЕТАВЫКУПНЫХСУММ,InformationRegister,1
207,ШаблонКоэфДляРасчетаВыкупныхСумм,РЕГИСТРСВЕДЕНИЙ.УП_КОЭФФИЦИЕНТЫДЛЯРАСЧЕТАВЫКУПНЫХСУММ,InformationRegister,1
208,СхемаКоэфДляРасчетаВыкупныхСумм,РЕГИСТРСВЕДЕНИЙ.УП_КОЭФФИЦИЕНТЫДЛЯРАСЧЕТАВЫКУПНЫХСУММ,InformationRegister,1
209,ВТ_РасчетныеСуммыПП_пред,ВТ_СУММА_ПР_ДЛЯПП,TempTable,1
210,ВТ_ОстаткиНаследников,РЕГИСТРНАКОПЛЕНИЯ.УП_РЕЗЕРВЫ.ОСТАТКИ,AccumulationRegister,1
211,ВТ_РасчетныеСуммыПП,ВТ_РАСЧЕТНЫЕСУММЫПП_ПРЕД,TempTable,1
211,ВТ_РасчетныеСуммыПП,ВТ_ОСТАТКИНАСЛЕДНИКОВ,TempTable,2
213,Часть_1,ВТ_СУММЫ_ПР,TempTable,1
214,Часть_2,ВТ_СУММЫ_ПР,TempTable,1
214,Часть_2,ВТ_СОСТОЯНИЯПЕНСИОННЫХСЧЕТОВ,TempTable,2
214,Часть_2,ВТ_ПЕНСИОННЫЕСЧЕТА_СВОЙСТВА,TempTable,3
214,Часть_2,ВТ_СХЕМЫПЕНСИОННЫХСЧЕТОВ,TempTable,4
214,Часть_2,ВТ_СХЕМЫ_СВОЙСТВА,TempTable,5
215,Часть_3,ВТ_СУММЫ_ПР,TempTable,1
216,ВТ_Суммы,ВТ_СУММЫ_ПР_С_ОБЯЗАТЕЛЬСТВАМИ,TempTable,1
218,Подзапрос_38,ВТ_ТИПЫРЕЗЕРВОВ,TempTable,1
220,Часть_1,РЕГИСТРНАКОПЛЕНИЯ.УП_НАЧИСЛЕНИЯПЕНСИЙ,AccumulationRegister,1
220,Часть_1,ВТ_ПЕНСИОННЫЕСЧЕТА_СВОЙСТВА,TempTable,2
221,Часть_2,РЕГИСТРНАКОПЛЕНИЯ.УП_РЕЗЕРВЫ,AccumulationRegister,1
221,Часть_2,ВТ_ПЕНСИОННЫЕСЧЕТА_СВОЙСТВА,TempTable,2
222,ВТ_РегистраторыНачисленийСолидарныхСчетов,ВТ_НАЧИСЛЕНИЯПЕНСИЙПОСЧЕТАМ,TempTable,1
222,ВТ_РегистраторыНачисленийСолидарныхСчетов,ВТ_ПЕНСИОННЫЕСЧЕТА_СВОЙСТВА,TempTable,2
223,ВТ_НачисленияСолидарныхСчетовКРаспределению,РЕГИСТРНАКОПЛЕНИЯ.УП_РЕЗЕРВЫ,AccumulationRegister,1
223,ВТ_НачисленияСолидарныхСчетовКРаспределению,УП_РЕЗЕРВЫ.НОМЕРСЧЕТА,Unknown,2
224,Подзапрос_39,ВТ_ТИПЫРЕЗЕРВОВ,TempTable,1
225,Подзапрос_40,ВТ_РЕГИСТРАТОРЫНАЧИСЛЕНИЙСОЛИДАРНЫХСЧЕТОВ,TempTable,1
226,ВТ_ДвиженияПоРегистраторам,РЕГИСТРНАКОПЛЕНИЯ.УП_РЕЗЕРВЫ,AccumulationRegister,1
227,Подзапрос_41,ВТ_ПЕНСИОННЫЕСЧЕТА_ОРГ_ПС_ТР,TempTable,1
228,ВТ_ДвиженияПоДокументам,ВТ_ДВИЖЕНИЯПОРЕГИСТРАТОРАМ,TempTable,1
229,ВТ_ПеремещенияВСтраховойРезерв,ВТ_ПЕНСИОННЫЕСЧЕТА,TempTable,1
229,ВТ_ПеремещенияВСтраховойРезерв,РЕГИСТРНАКОПЛЕНИЯ.УП_РЕЗЕРВЫ,AccumulationRegister,2
230,Подзапрос_42,ВТ_ТИПЫРЕЗЕРВОВ,TempTable,1
231,ВТ_ВозвратыПенсий,ВТ_ПЕНСИОННЫЕСЧЕТА,TempTable,1
231,ВТ_ВозвратыПенсий,РЕГИСТРНАКОПЛЕНИЯ.УП_РЕЗЕРВЫ,AccumulationRegister,2
232,Подзапрос_43,ВТ_ТИПЫРЕЗЕРВОВ,TempTable,1
234,Часть_1,РЕГИСТРНАКОПЛЕНИЯ.УП_РЕЗЕРВЫ,AccumulationRegister,1
234,Часть_1,ВТ_ПЕНСИОННЫЕСЧЕТА,TempTable,2
234,Часть_1,ВТ_ПЕРЕВОДЫИЗРЕГИСТРОВ_ВИДЫДВИЖЕНИЙ,TempTable,3
235,Часть_2,РЕГИСТРНАКОПЛЕНИЯ.УП_РЕЗЕРВЫ,AccumulationRegister,1
235,Часть_2,ВТ_ПЕНСИОННЫЕСЧЕТА,TempTable,2
235,Часть_2,ВТ_ПЕРЕВОДЫИЗРЕГИСТРОВ_ВИДЫДВИЖЕНИЙ_ВРЕЗЕРВЫ,TempTable,3
237,Часть_1,ВТ_ПЕРЕВОДЫИЗРЕГИСТРОВ_РЕЗЕРВЫ,TempTable,1
238,Часть_2,ВТ_НАЧИСЛЕНИЯСОЛИДАРНЫХСЧЕТОВКРАСПРЕДЕЛЕНИЮ,TempTable,1
239,Часть_3,ВТ_ПЕРЕМЕЩЕНИЯВСТРАХОВОЙРЕЗЕРВ,TempTable,1
240,ВТ_Переводы,ВТ_ПЕРЕВОДЫИЗРЕГИСТРОВ_РЕГИСТРЫ,TempTable,1
243,Часть_1,ВТ_ДВИЖЕНИЯПОРЕГИСТРАТОРАМ,TempTable,1
243,Часть_1,ДОКУМЕНТ.УП_ЗАКРЫТИЕСЧЕТОВ.РАСПРЕДЕЛЕНИЕ,Document,2
244,Часть_2,ВТ_ДВИЖЕНИЯПОРЕГИСТРАТОРАМ,TempTable,1
244,Часть_2,ДОКУМЕНТ.УП_ЗАКРЫТИЕДОГОВОРАВПОЛЬЗУТРЕТЬИХЛИЦ.РАСПРЕДЕЛЕНИЕ,Document,2
245,Часть_1,ВТ_ДВИЖЕНИЯПОДОКУМЕНТАМ,TempTable,1
246,Часть_2,ВТ_ДВИЖЕНИЯПОДОКУМЕНТАМ,TempTable,1
248,Часть_4,ВТ_НАЧИСЛЕНИЯПЕНСИЙПОСЧЕТАМ,TempTable,1
249,Часть_5,ВТ_НАЧИСЛЕНИЯСОЛИДАРНЫХСЧЕТОВКРАСПРЕДЕЛЕНИЮ,TempTable,1
250,Часть_6,ВТ_ПЕРЕМЕЩЕНИЯВСТРАХОВОЙРЕЗЕРВ,TempTable,1
251,ВТ_Переводы_Устарело,ВТ_ПЕРЕВОДЫПР,TempTable,1
252,ВТ_СторнированныеСуммы,РЕГИСТРНАКОПЛЕНИЯ.УП_НАЧИСЛЕНИЯПЕНСИЙ,AccumulationRegister,1
252,ВТ_СторнированныеСуммы,ВТ_ДОКУМЕНТЫСТОРНО,TempTable,2
252,ВТ_СторнированныеСуммы,РЕГИСТРНАКОПЛЕНИЯ.УП_ПРОЧИЕНАЧИСЛЕНИЯ,AccumulationRegister,3
253,Подзапрос_44,ВТ_ПЕНСИОННЫЕСЧЕТА,TempTable,1
254,Подзапрос_45,ВТ_ПЕНСИОННЫЕСЧЕТА,TempTable,1
256,Подзапрос_46,ВТ_ПЕНСИОННЫЕСЧЕТА,TempTable,1
257,Подзапрос_47,ВТ_ПЕНСИОННЫЕСЧЕТА_ОРГ_ПС_ТР,TempTable,1
258,Подзапрос_48,ВТ_ПЕНСИОННЫЕСЧЕТА_ОРГ_УЧ_ПС,TempTable,1
259,Подзапрос_49,ВТ_ПЕНСИОННЫЕСЧЕТА_ОРГ_ПС_ТР,TempTable,1
260,Подзапрос_50,ВТ_ПЕНСИОННЫЕСЧЕТА_ОРГ_ПС_ТР,TempTable,1
261,Часть_1,РЕГИСТРНАКОПЛЕНИЯ.УП_НАЧИСЛЕНИЯПЕНСИЙ.ОБОРОТЫ,AccumulationRegister,1
262,Часть_2,РЕГИСТРНАКОПЛЕНИЯ.УП_ПРОЧИЕНАЧИСЛЕНИЯ.ОБОРОТЫ,AccumulationRegister,1
263,Часть_3,РЕГИСТРНАКОПЛЕНИЯ.УП_ПРОЧИЕНАЧИСЛЕНИЯ.ОСТАТКИ,AccumulationRegister,1
264,Часть_4,РЕГИСТРНАКОПЛЕНИЯ.УП_ОТВЕРГНУТЫЕПЛАТЕЖИПЕНСИЙНПО.ОБОРОТЫ,AccumulationRegister,1
265,Часть_5,РЕГИСТРНАКОПЛЕНИЯ.УП_ОТВЕРГНУТЫЕПЛАТЕЖИПРОЧИЕНАЧИСЛЕНИЯНПО.ОБОРОТЫ,AccumulationRegister,1
266,ВТ_Выплаты,ВТ_ВЫПЛАТЫПР,TempTable,1
267,ВТ_МГД_ПР,РЕГИСТРСВЕДЕНИЙ.УП_МИНИМАЛЬНАЯГАРАНТИРОВАННАЯДОХОДНОСТЬ.СРЕЗПОСЛЕДНИХ,InformationRegister,1
268,Подзапрос_51,ВТ_ПЕНСИОННЫЕДОГОВОРЫ,TempTable,1
269,ВТ_МГД,ВТ_ПЕНСИОННЫЕДОГОВОРЫ,TempTable,1
269,ВТ_МГД,ВТ_МГД_ПР,TempTable,2
270,ВТ_Умершие,ВТ_ПЕНСИОННЫЕСЧЕТА_СВОЙСТВА,TempTable,1
270,ВТ_Умершие,ВТ_СОСТОЯНИЯПЕНСИОННЫХСЧЕТОВ,TempTable,2
271,ВТ_ПенсионныеСчета_НачалоВыплат,РЕГИСТРСВЕДЕНИЙ.УП_СОСТОЯНИЯПС.СРЕЗПЕРВЫХ,InformationRegister,1
272,Подзапрос_52,ВТ_ПЕНСИОННЫЕСЧЕТА,TempTable,1
273,ВТ_ПериодичностьВыплат,РЕГИСТРСВЕДЕНИЙ.УП_ПЕРИОДИЧНОСТЬВЫПЛАТ.СРЕЗПОСЛЕДНИХ,InformationRegister,1
274,Подзапрос_53,ВТ_ПЕНСИОННЫЕСЧЕТА,TempTable,1
275,ВТ_Срочники,ВТ_СОСТОЯНИЯПЕНСИОННЫХСЧЕТОВ,TempTable,1
275,ВТ_Срочники,ВТ_СХЕМЫПЕНСИОННЫХСЧЕТОВ,TempTable,2
275,ВТ_Срочники,ВТ_СХЕМЫ_СВОЙСТВА,TempTable,3
276,ВТ_ВыплатныеСчета,ВТ_СОСТОЯНИЯПЕНСИОННЫХСЧЕТОВ,TempTable,1
277,ВТ_ДатыОкончанияСрочныхВыплат,РЕГИСТРСВЕДЕНИЙ.УП_ДАТЫОКОНЧАНИЯСРОЧНОЙВЫПЛАТЫ.СРЕЗПОСЛЕДНИХ,InformationRegister,1
278,Подзапрос_54,ВТ_СРОЧНИКИ,TempTable,1
279,ВТ_КоличествоВыплат,РЕГИСТРСВЕДЕНИЙ.УП_КОЛИЧЕСТВОНАЗНАЧЕННЫХВЫПЛАТ.СРЕЗПОСЛЕДНИХ,InformationRegister,1
280,Подзапрос_55,ВТ_СРОЧНИКИ,TempTable,1
281,ВТ_РасходВыплат,РЕГИСТРНАКОПЛЕНИЯ.УП_СЧЕТЧИКНАЧИСЛЕНИЙ.ОБОРОТЫ,AccumulationRegister,1
282,Подзапрос_56,ВТ_СРОЧНИКИ,TempTable,1
283,ВТ_ОстаткиВыплат,ВТ_КОЛИЧЕСТВОВЫПЛАТ,TempTable,1
283,ВТ_ОстаткиВыплат,ВТ_РАСХОДВЫПЛАТ,TempTable,2
284,ВТ_ПоследниеВыплаты,РЕГИСТРНАКОПЛЕНИЯ.УП_СЧЕТЧИКНАЧИСЛЕНИЙ,AccumulationRegister,1
284,ВТ_ПоследниеВыплаты,ВТ_ПЕНСИОННЫЕСЧЕТА,TempTable,2
285,ВТ_ПоследниеВыплатыПоРегиструВыплат,ВТ_ПЕНСИОННЫЕСЧЕТА,TempTable,1
285,ВТ_ПоследниеВыплатыПоРегиструВыплат,РЕГИСТРСВЕДЕНИЙ.УП_СХЕМАСЧЕТА.СРЕЗПОСЛЕДНИХ,InformationRegister,2
286,МаксДатаВыплаты,РЕГИСТРНАКОПЛЕНИЯ.УП_ВЫПЛАТЫ,AccumulationRegister,1
287,ПоследняяВыплата,РЕГИСТРНАКОПЛЕНИЯ.УП_ВЫПЛАТЫ,AccumulationRegister,1
288,ВТ_РазмерПенсийФикс,РЕГИСТРСВЕДЕНИЙ.УП_РАЗМЕРПЕНСИИ.СРЕЗПОСЛЕДНИХ,InformationRegister,1
289,Подзапрос_57,ВТ_ВЫПЛАТНЫЕСЧЕТА,TempTable,1
290,ВТ_РасчетныеСуммыПенсий,ВТ_СРОЧНИКИ,TempTable,1
290,ВТ_РасчетныеСуммыПенсий,ВТ_ОСТАТКИВЫПЛАТ,TempTable,2
290,ВТ_РасчетныеСуммыПенсий,ВТ_СУММЫ,TempTable,3
291,ВТ_РазмерПенсий,ВТ_ВЫПЛАТНЫЕСЧЕТА,TempTable,1
291,ВТ_РазмерПенсий,ВТ_СХЕМЫПЕНСИОННЫХСЧЕТОВ,TempTable,2
291,ВТ_РазмерПенсий,ВТ_СХЕМЫ_СВОЙСТВА,TempTable,3
291,ВТ_РазмерПенсий,ВТ_РАЗМЕРПЕНСИЙФИКС,TempTable,4
291,ВТ_РазмерПенсий,ВТ_РАСЧЕТНЫЕСУММЫПЕНСИЙ,TempTable,5
292,ВТ_ДополнительноВыкупнаяВкдачикуНетСПТ,ВТ_ПЕНСИОННЫЕСЧЕТА_СВОЙСТВА,TempTable,1
292,ВТ_ДополнительноВыкупнаяВкдачикуНетСПТ,ВТ_НЕТРАНЗИТНЫЕВИДЫНАЧАЛОКОНЕЦ,TempTable,2
292,ВТ_ДополнительноВыкупнаяВкдачикуНетСПТ,ВТ_СУММЫ,TempTable,3
292,ВТ_ДополнительноВыкупнаяВкдачикуНетСПТ,ВТ_РАСЧЕТНАЯДАТАВС,TempTable,4
294,Часть_1,ВТ_ПЕНСИОННЫЕСЧЕТА_СВОЙСТВА,TempTable,1
294,Часть_1,ВТ_НЕТРАНЗИТНЫЕВИДЫНАЧАЛОКОНЕЦ,TempTable,2
294,Часть_1,ВТ_ПЕНСИОННЫЕДОГОВОРЫ_СВОЙСТВА,TempTable,3
294,Часть_1,ВТ_ИДЕНТИФИКАТОРЫКОНТРАГЕНТОВ_СТАРЫЕ,TempTable,4
294,Часть_1,ВТ_ИДЕНТИФИКАТОРЫКОНТРАГЕНТОВ,TempTable,5
294,Часть_1,ВТ_СХЕМЫПЕНСИОННЫХСЧЕТОВ,TempTable,6
294,Часть_1,ВТ_СХЕМЫ_СВОЙСТВА,TempTable,7
294,Часть_1,ВТ_СУММЫ,TempTable,8
294,Часть_1,ВТ_ФИЗИЧЕСКИЕЛИЦА,TempTable,9
294,Часть_1,ВТ_ФИЗИЧЕСКИЕЛИЦА_СВОЙСТВА,TempTable,10
294,Часть_1,ВТ_СОСТОЯНИЯПЕНСИОННЫХСЧЕТОВ,TempTable,11
294,Часть_1,ВТ_МГД,TempTable,12
294,Часть_1,ВТ_ПЕРИОДИЧНОСТЬВЫПЛАТ,TempTable,13
294,Часть_1,ВТ_ПЕНСИОННЫЕСЧЕТА_НАЧАЛОВЫПЛАТ,TempTable,14
294,Часть_1,ВТ_КОЛИЧЕСТВОВЫПЛАТ,TempTable,15
294,Часть_1,ВТ_ВЫПЛАТЫ,TempTable,16
294,Часть_1,ВТ_ПЕРЕВОДЫ,TempTable,17
294,Часть_1,ВТ_ОСТАТКИВЫПЛАТ,TempTable,18
294,Часть_1,ВТ_ПОСЛЕДНИЕВЫПЛАТЫ,TempTable,19
294,Часть_1,ВТ_ДАТЫОКОНЧАНИЯСРОЧНЫХВЫПЛАТ,TempTable,20
294,Часть_1,ВТ_УМЕРШИЕ,TempTable,21
294,Часть_1,ВТ_РАЗМЕРПЕНСИЙ,TempTable,22
294,Часть_1,ВТ_ПОСЛЕДНИЕВЫПЛАТЫПОРЕГИСТРУВЫПЛАТ,TempTable,23
294,Часть_1,ВТ_СРОЧНИКИ,TempTable,24
294,Часть_1,ВТ_ОСТАТКИНАСЛЕДНИКОВ,TempTable,25
294,Часть_1,ВТ_РАСЧЕТНЫЕСУММЫПП,TempTable,26
294,Часть_1,ВТ_РАСЧЕТНАЯДАТАВС,TempTable,27
294,Часть_1,РЕГИСТРСВЕДЕНИЙ.УП_ПЕНСИОННЫЕПРАВИЛА.СРЕЗПОСЛЕДНИХ,InformationRegister,28
295,Часть_2,ВТ_ПЕНСИОННЫЕСЧЕТА_НЕИПС,TempTable,1
295,Часть_2,ВТ_НЕТРАНЗИТНЫЕВИДЫНАЧАЛОКОНЕЦ,TempTable,2
295,Часть_2,ВТ_ПЕНСИОННЫЕСЧЕТА_СВОЙСТВА,TempTable,3
295,Часть_2,ВТ_ПЕНСИОННЫЕДОГОВОРЫ_СВОЙСТВА,TempTable,4
295,Часть_2,ВТ_ИДЕНТИФИКАТОРЫКОНТРАГЕНТОВ_СТАРЫЕ,TempTable,5
295,Часть_2,ВТ_ИДЕНТИФИКАТОРЫКОНТРАГЕНТОВ,TempTable,6
295,Часть_2,ВТ_МГД,TempTable,7
295,Часть_2,ВТ_СХЕМЫПЕНСИОННЫХСЧЕТОВ,TempTable,8
295,Часть_2,ВТ_СХЕМЫ_СВОЙСТВА,TempTable,9
295,Часть_2,ВТ_СУММЫ,TempTable,10
295,Часть_2,ВТ_ВЫПЛАТЫ,TempTable,11
295,Часть_2,ВТ_ПЕРЕВОДЫ,TempTable,12
295,Часть_2,ВТ_СОСТОЯНИЯПЕНСИОННЫХСЧЕТОВ,TempTable,13
295,Часть_2,ВТ_РАСЧЕТНЫЕСУММЫПП,TempTable,14
295,Часть_2,ВТ_РАСЧЕТНАЯДАТАВС,TempTable,15
295,Часть_2,ВТ_ДОПОЛНИТЕЛЬНОВЫКУПНАЯВКДАЧИКУНЕТСПТ,TempTable,16
296,Часть_3,ВТ_ТРАНЗИТНЫЕВИДЫНАЧАЛОКОНЕЦ_СУММЫ,TempTable,1
296,Часть_3,ВТ_ПЕНСИОННЫЕСЧЕТА_СВОЙСТВА_ТРАНЗИТНЫЕОБЯЗАТЕЛЬСТВА,TempTable,2
296,Часть_3,ВТ_СХЕМЫПЕНСИОННЫХСЧЕТОВ_ТРАНЗИТНЫЕОБЯЗАТЕЛЬСТВА,TempTable,3
296,Часть_3,ВТ_СХЕМЫ_СВОЙСТВА,TempTable,4
296,Часть_3,ВТ_ПЕНСИОННЫЕДОГОВОРЫ_СВОЙСТВА,TempTable,5
