node_id,node_name,join_type,left_source,left_alias,right_source,right_alias,on_expression
132,ВТ_ПенсионныеДоговоры_Свойства,LEFT JOIN,ВТ_ПенсионныеДоговоры,ВТ_ПенсионныеДоговоры,ВТ_ПараметрыПенсионныхДоговоров,ВТ_ПараметрыПенсионныхДоговоров,ВТ_ПенсионныеДоговоры.ПенсионныйДоговор = ВТ_ПараметрыПенсионныхДоговоров.ПенсионныйДоговор
132,ВТ_ПенсионныеДоговоры_Свойства,LEFT JOIN,ВТ_ПенсионныеДоговоры,ВТ_ПенсионныеДоговоры,Справочник.ИФРС17_ПортфельДоговоровНПО,ИФРС17_ПортфельДоговоровНПО,(ИФРС17_ПараметрыГруппыДоговоровНПО.ПортфельДоговоровНПО = ИФРС17_ПортфельДоговоровНПО.Ссылка)
134,ВТ_СхемыПенсионныхСчетов,LEFT JOIN,РегистрСведений.уп_СхемаСчета.СрезПоследних,РегистрСведений.уп_СхемаСчета.СрезПоследних,ВТ_ПенсионныеДоговоры_Свойства,ВТ_ПенсионныеДоговоры_Свойства,уп_СхемаСчета.НомерСчета.Владелец = ВТ_ПенсионныеДоговоры_Свойства.ПенсионныйДоговор
134,ВТ_СхемыПенсионныхСчетов,LEFT JOIN,РегистрСведений.уп_СхемаСчета.СрезПоследних,РегистрСведений.уп_СхемаСчета.СрезПоследних,ВТ_СостоянияПенсионныхСчетов,ВТ_СостоянияПенсионныхСчетов,уп_СхемаСчета.НомерСчета = ВТ_СостоянияПенсионныхСчетов.ПенсионныйСчет
134,ВТ_СхемыПенсионныхСчетов,LEFT JOIN,РегистрСведений.уп_СхемаСчета.СрезПоследних,РегистрСведений.уп_СхемаСчета.СрезПоследних,ВТ_ПричиныЗакрытия,ВТ_ПричиныЗакрытия,уп_СхемаСчета.НомерСчета =  ВТ_ПричиныЗакрытия.ПенсионныйСчет
137,ВТ_Схемы_Свойства,LEFT JOIN,ВТ_ПенсионныеСхемы,ВТ_ПенсионныеСхемы,Справочник.уп_ПенсионныеСхемы,уп_ПенсионныеСхемы,ВТ_ПенсионныеСхемы.Схема = уп_ПенсионныеСхемы.Ссылка
138,ВТ_СхемыПенсионныхСчетов_ТранзитныеОбязательства,LEFT JOIN,РегистрСведений.уп_СхемаСчета,уп_СхемаСчета,РегистрСведений.уп_СхемаСчета,уп_СхемаСчета,ВТ_ТранзитныеВидыНачалоКонец.ПенсионныйСчет = уп_СхемаСчета.НомерСчета
138,ВТ_СхемыПенсионныхСчетов_ТранзитныеОбязательства,LEFT JOIN,РегистрСведений.уп_СхемаСчета,уп_СхемаСчета,ВТ_ПенсионныеДоговоры_Свойства,ВТ_ПенсионныеДоговоры_Свойства,уп_СхемаСчета.НомерСчета.Владелец = ВТ_ПенсионныеДоговоры_Свойства.ПенсионныйДоговор
138,ВТ_СхемыПенсионныхСчетов_ТранзитныеОбязательства,LEFT JOIN,РегистрСведений.уп_СхемаСчета,уп_СхемаСчета,ВТ_СостоянияПенсионныхСчетов,ВТ_СостоянияПенсионныхСчетов,уп_СхемаСчета.НомерСчета = ВТ_СостоянияПенсионныхСчетов.ПенсионныйСчет
138,ВТ_СхемыПенсионныхСчетов_ТранзитныеОбязательства,LEFT JOIN,РегистрСведений.уп_СхемаСчета,уп_СхемаСчета,ВТ_ПричиныЗакрытия,ВТ_ПричиныЗакрытия,уп_СхемаСчета.НомерСчета =  ВТ_ПричиныЗакрытия.ПенсионныйСчет
147,ВТ_ДанныеКонтрагентов,INNER JOIN,ВТ_ВкладчикиУчастники,ВТ_Контрагенты264,Справочник.Контрагенты,Контрагенты,(Контрагенты.Ссылка = ВТ_Контрагенты264.Контрагент)
148,Часть_1,INNER JOIN,ВТ_ВкладчикиУчастники,ВТ_Контрагенты264,Справочник.Контрагенты,Контрагенты,(Контрагенты.Ссылка = ВТ_Контрагенты264.Контрагент)
152,ВТ_ФИО_ИП,INNER JOIN,РегистрСведений.епс_ДополнительныеСведения.СрезПоследних,РегистрСведений.епс_ДополнительныеСведения.СрезПоследних,ВТ_ДанныеКонтрагентов,ДанныеКонтрагентов,(ДанныеКонтрагентов.Контрагент = СведенияИП.Объект)
153,ВТ_ПаспортныеДанные_ПоследняяЗапись,INNER JOIN,РегистрСведений.ДокументыФизическихЛиц,ДокументыФизическихЛиц,ВТ_ДанныеКонтрагентов,ВТ_ФизическиеЛица_ДляПаспортов,ДокументыФизическихЛиц.Физлицо = ВТ_ФизическиеЛица_ДляПаспортов.ФизическоеЛицо
155,ВТ_ПаспортныеДанные_1,INNER JOIN,РегистрСведений.ДокументыФизическихЛиц,ДокументыФизическихЛиц,ВТ_ПаспортныеДанные_ПоследняяЗапись,ВТ_ПаспортныеДанные_ПоследняяЗапись,ДокументыФизическихЛиц.Период = ВТ_ПаспортныеДанные_ПоследняяЗапись.Период
159,ВТ_Данные_к,LEFT JOIN,ВТ_ДанныеКонтрагентов,ВТ_данные,ВТ_ПаспортныеДанные,ВТ_ПаспортныеДанные,ВТ_данные.ФизическоеЛицо = ВТ_ПаспортныеДанные.Физлицо
159,ВТ_Данные_к,LEFT JOIN,ВТ_ДанныеКонтрагентов,ВТ_данные,ВТ_ФИО_ФЛ,ФИО_ФЛ,ВТ_данные.ФизическоеЛицо = ФИО_ФЛ.ФизЛицо
159,ВТ_Данные_к,LEFT JOIN,ВТ_ДанныеКонтрагентов,ВТ_данные,ВТ_ФИО_ИП,ФИО_ИП,ВТ_данные.Контрагент = ФИО_ИП.Контрагент
164,ВТ_ФизическиеЛица_Свойства,LEFT JOIN,ВТ_ФизическиеЛица,ВТ_ФизическиеЛица,Справочник.ФизическиеЛица,ФизическиеЛица,ВТ_ФизическиеЛица.ФизическоеЛицо = ФизическиеЛица.Ссылка
168,ВТ_ИдентификаторыКонтрагентов_Старые,LEFT JOIN,ВТ_Вкладчики,ВТ_Вкладчики,ВТ_ПаспортныеДанные,ВТ_ПаспортныеДанные,ВТ_ФизическиеЛица.ФизическоеЛицо = ВТ_ПаспортныеДанные.Физлицо
168,ВТ_ИдентификаторыКонтрагентов_Старые,INNER JOIN,ВТ_Вкладчики,ВТ_Вкладчики,ВТ_ФизическиеЛица_Свойства,ВТ_ФизическиеЛица_Свойства,ВТ_ФизическиеЛица.ФизическоеЛицо = ВТ_ФизическиеЛица_Свойства.ФизическоеЛицо
168,ВТ_ИдентификаторыКонтрагентов_Старые,LEFT JOIN,ВТ_Вкладчики,ВТ_Вкладчики,ВТ_ГражданствоФизическихЛиц,ВТ_ГражданствоФизическихЛиц,ВТ_ФизическиеЛица.ФизическоеЛицо = ВТ_ГражданствоФизическихЛиц.ФизическоеЛицо
170,Часть_2,LEFT JOIN,ВТ_ФизическиеЛица,ВТ_ФизическиеЛица,ВТ_ПаспортныеДанные,ВТ_ПаспортныеДанные,ВТ_ФизическиеЛица.ФизическоеЛицо = ВТ_ПаспортныеДанные.Физлицо
170,Часть_2,INNER JOIN,ВТ_ФизическиеЛица,ВТ_ФизическиеЛица,ВТ_ФизическиеЛица_Свойства,ВТ_ФизическиеЛица_Свойства,ВТ_ФизическиеЛица.ФизическоеЛицо = ВТ_ФизическиеЛица_Свойства.ФизическоеЛицо
170,Часть_2,LEFT JOIN,ВТ_ФизическиеЛица,ВТ_ФизическиеЛица,ВТ_ГражданствоФизическихЛиц,ВТ_ГражданствоФизическихЛиц,ВТ_ФизическиеЛица.ФизическоеЛицо = ВТ_ГражданствоФизическихЛиц.ФизическоеЛицо
171,ВТ_Корректировки,INNER JOIN,РегистрНакопления.уп_РезервыНПОНераспределенныеПлатежи,ИсточникДанных,ВТ_ПенсионныеСчета,ВТ_ПенсионныеСчета,ИсточникДанных.НомерСчета = ВТ_ПенсионныеСчета.ПенсионныйСчет
195,ВТ_Суммы_ПР_дляВС,LEFT JOIN,ВТ_Суммы_ПР,ВТ_Суммы_ПР,ВТ_СхемыПенсионныхСчетов,ВТ_СхемыПенсионныхСчетов,ВТ_Суммы_ПР.ПенсионныйСчет = ВТ_СхемыПенсионныхСчетов.НомерСчета
195,ВТ_Суммы_ПР_дляВС,LEFT JOIN,ВТ_Суммы_ПР,ВТ_Суммы_ПР,ВТ_Схемы_Свойства,ВТ_Схемы_Свойства,ВТ_СхемыПенсионныхСчетов.Схема = ВТ_Схемы_Свойства.Схема
196,ВТ_СуммыКоэффициентыВС_предв,LEFT JOIN,ВТ_Суммы_ПР_дляВС,ВТ_Суммы_ПР_дляВС,ВТ_ПенсионныеДоговоры_Свойства,ВТ_ПенсионныеДоговоры_Свойства,ВТ_Суммы_ПР_дляВС.ПенсионныйСчет.Владелец = ВТ_ПенсионныеДоговоры_Свойства.ПенсионныйДоговор
211,ВТ_РасчетныеСуммыПП,LEFT JOIN,ВТ_РасчетныеСуммыПП_пред,ВТ_РасчетныеСуммыПП_пред,ВТ_ОстаткиНаследников,ВТ_ОстаткиНаследников,ВТ_РасчетныеСуммыПП_пред.ПенсионныйСчет = ВТ_ОстаткиНаследников.ПенсионныйСчет
212,ВТ_Суммы_ПР_С_Обязательствами,LEFT JOIN,ВТ_Суммы_ПР,ВТ_Суммы_ПР,ВТ_СостоянияПенсионныхСчетов,ВТ_СостоянияПенсионныхСчетов,ВТ_Суммы_ПР.ПенсионныйСчет = ВТ_СостоянияПенсионныхСчетов.ПенсионныйСчет
212,ВТ_Суммы_ПР_С_Обязательствами,LEFT JOIN,ВТ_Суммы_ПР,ВТ_Суммы_ПР,ВТ_Схемы_Свойства,ВТ_Схемы_Свойства,ВТ_СхемыПенсионныхСчетов.Схема = ВТ_Схемы_Свойства.Схема
214,Часть_2,LEFT JOIN,ВТ_Суммы_ПР,ВТ_Суммы_ПР,ВТ_СостоянияПенсионныхСчетов,ВТ_СостоянияПенсионныхСчетов,ВТ_Суммы_ПР.ПенсионныйСчет = ВТ_СостоянияПенсионныхСчетов.ПенсионныйСчет
214,Часть_2,LEFT JOIN,ВТ_Суммы_ПР,ВТ_Суммы_ПР,ВТ_Схемы_Свойства,ВТ_Схемы_Свойства,ВТ_СхемыПенсионныхСчетов.Схема = ВТ_Схемы_Свойства.Схема
217,ВТ_НачисленияПенсийПоСчетам,INNER JOIN,РегистрНакопления.уп_НачисленияПенсий,уп_НачисленияПенсий,ВТ_ПенсионныеСчета_Свойства,ВТ_ПенсионныеСчета_Свойства,уп_НачисленияПенсий.НомерСчета = ВТ_ПенсионныеСчета_Свойства.ПенсионныйСчет
217,ВТ_НачисленияПенсийПоСчетам,INNER JOIN,РегистрНакопления.уп_НачисленияПенсий,уп_НачисленияПенсий,ВТ_ПенсионныеСчета_Свойства,ВТ_ПенсионныеСчета_Свойства,уп_Резервы.НомерСчета = ВТ_ПенсионныеСчета_Свойства.ПенсионныйСчет
219,Регистры,INNER JOIN,РегистрНакопления.уп_НачисленияПенсий,уп_НачисленияПенсий,ВТ_ПенсионныеСчета_Свойства,ВТ_ПенсионныеСчета_Свойства,уп_НачисленияПенсий.НомерСчета = ВТ_ПенсионныеСчета_Свойства.ПенсионныйСчет
219,Регистры,INNER JOIN,РегистрНакопления.уп_НачисленияПенсий,уп_НачисленияПенсий,ВТ_ПенсионныеСчета_Свойства,ВТ_ПенсионныеСчета_Свойства,уп_Резервы.НомерСчета = ВТ_ПенсионныеСчета_Свойства.ПенсионныйСчет
220,Часть_1,INNER JOIN,РегистрНакопления.уп_НачисленияПенсий,уп_НачисленияПенсий,ВТ_ПенсионныеСчета_Свойства,ВТ_ПенсионныеСчета_Свойства,уп_НачисленияПенсий.НомерСчета = ВТ_ПенсионныеСчета_Свойства.ПенсионныйСчет
221,Часть_2,INNER JOIN,РегистрНакопления.уп_Резервы,уп_Резервы,ВТ_ПенсионныеСчета_Свойства,ВТ_ПенсионныеСчета_Свойства,уп_Резервы.НомерСчета = ВТ_ПенсионныеСчета_Свойства.ПенсионныйСчет
222,ВТ_РегистраторыНачисленийСолидарныхСчетов,INNER JOIN,ВТ_НачисленияПенсийПоСчетам,ВТ_НачисленияПенсийПоСчетам,ВТ_ПенсионныеСчета_Свойства,ВТ_ПенсионныеСчета_Свойства,ВТ_НачисленияПенсийПоСчетам.НомерСчета = ВТ_ПенсионныеСчета_Свойства.ПенсионныйСчет
229,ВТ_ПеремещенияВСтраховойРезерв,INNER JOIN,ВТ_ПенсионныеСчета,ВТ_ПенсионныеСчета,РегистрНакопления.уп_Резервы,уп_Резервы,ВТ_ПенсионныеСчета.ПенсионныйСчет = уп_Резервы.НомерСчета
231,ВТ_ВозвратыПенсий,INNER JOIN,ВТ_ПенсионныеСчета,ВТ_ПенсионныеСчета,РегистрНакопления.уп_Резервы,уп_Резервы,ВТ_ПенсионныеСчета.ПенсионныйСчет = уп_Резервы.НомерСчета
233,ВТ_ПереводыИзРегистров_Резервы,INNER JOIN,РегистрНакопления.уп_Резервы,Резервы,ВТ_ПенсионныеСчета,ВТ_ПенсионныеСчета,Резервы.НомерСчета = ВТ_ПенсионныеСчета.ПенсионныйСчет
233,ВТ_ПереводыИзРегистров_Резервы,INNER JOIN,РегистрНакопления.уп_Резервы,Резервы,ВТ_ПереводыИзРегистров_ВидыДвижений,ВТ_ПереводыИзРегистров_ВидыДвижений,Резервы.ВидДвиженияЕПС = ВТ_ПереводыИзРегистров_ВидыДвижений.Ссылка
233,ВТ_ПереводыИзРегистров_Резервы,INNER JOIN,РегистрНакопления.уп_Резервы,Резервы,ВТ_ПенсионныеСчета,ВТ_ПенсионныеСчета,Резервы.НомерСчета = ВТ_ПенсионныеСчета.ПенсионныйСчет
233,ВТ_ПереводыИзРегистров_Резервы,INNER JOIN,РегистрНакопления.уп_Резервы,Резервы,ВТ_ПереводыИзРегистров_ВидыДвижений_ВРезервы,ВТ_ПереводыИзРегистров_ВидыДвижений_ВРезервы,Резервы.ВидДвиженияЕПС = ВТ_ПереводыИзРегистров_ВидыДвижений_ВРезервы.Ссылка
234,Часть_1,INNER JOIN,РегистрНакопления.уп_Резервы,Резервы,ВТ_ПенсионныеСчета,ВТ_ПенсионныеСчета,Резервы.НомерСчета = ВТ_ПенсионныеСчета.ПенсионныйСчет
234,Часть_1,INNER JOIN,РегистрНакопления.уп_Резервы,Резервы,ВТ_ПереводыИзРегистров_ВидыДвижений,ВТ_ПереводыИзРегистров_ВидыДвижений,Резервы.ВидДвиженияЕПС = ВТ_ПереводыИзРегистров_ВидыДвижений.Ссылка
235,Часть_2,INNER JOIN,РегистрНакопления.уп_Резервы,Резервы,ВТ_ПенсионныеСчета,ВТ_ПенсионныеСчета,Резервы.НомерСчета = ВТ_ПенсионныеСчета.ПенсионныйСчет
235,Часть_2,INNER JOIN,РегистрНакопления.уп_Резервы,Резервы,ВТ_ПереводыИзРегистров_ВидыДвижений_ВРезервы,ВТ_ПереводыИзРегистров_ВидыДвижений_ВРезервы,Резервы.ВидДвиженияЕПС = ВТ_ПереводыИзРегистров_ВидыДвижений_ВРезервы.Ссылка
241,ВТ_ПереводыПР,INNER JOIN,ВТ_ДвиженияПоДокументам,ВТ_ДвиженияПоДокументам,Документ.уп_ЗакрытиеСчетов.Распределение,Распределение,ВТ_ДвиженияПоРегистраторам.НомерСчета = Распределение.НомерСтроки
241,ВТ_ПереводыПР,INNER JOIN,ВТ_ДвиженияПоДокументам,ВТ_ДвиженияПоДокументам,Документ.уп_ЗакрытиеДоговораВПользуТретьихЛиц.Распределение,Распределение,ВТ_ДвиженияПоРегистраторам.НомерСчета = Распределение.НомерСтроки
242,Подзапрос,INNER JOIN,ВТ_ДвиженияПоРегистраторам,ВТ_ДвиженияПоРегистраторам,Документ.уп_ЗакрытиеСчетов.Распределение,Распределение,ВТ_ДвиженияПоРегистраторам.НомерСчета = Распределение.НомерСтроки
243,Часть_1,INNER JOIN,ВТ_ДвиженияПоРегистраторам,ВТ_ДвиженияПоРегистраторам,Документ.уп_ЗакрытиеСчетов.Распределение,Распределение,ВТ_ДвиженияПоРегистраторам.НомерСчета = Распределение.НомерСтроки
244,Часть_2,INNER JOIN,ВТ_ДвиженияПоРегистраторам,ВТ_ДвиженияПоРегистраторам,Документ.уп_ЗакрытиеДоговораВПользуТретьихЛиц.Распределение,Распределение,ВТ_ДвиженияПоРегистраторам.НомерСчета = Распределение.НомерСтроки
247,Часть_3,INNER JOIN,ВЫБРАТЬ,ВЫБРАТЬ,Документ.уп_ЗакрытиеСчетов.Распределение,Распределение,ВТ_ДвиженияПоРегистраторам.НомерСчета = Распределение.НомерСтроки
247,Часть_3,INNER JOIN,ВЫБРАТЬ,ВЫБРАТЬ,Документ.уп_ЗакрытиеДоговораВПользуТретьихЛиц.Распределение,Распределение,ВТ_ДвиженияПоРегистраторам.НомерСчета = Распределение.НомерСтроки
252,ВТ_СторнированныеСуммы,INNER JOIN,РегистрНакопления.уп_НачисленияПенсий,уп_НачисленияПенсий,ВТ_ДокументыСторно,ВТ_ДокументыСторно,уп_НачисленияПенсий.Регистратор = ВТ_ДокументыСторно.ДокументСторно
252,ВТ_СторнированныеСуммы,INNER JOIN,РегистрНакопления.уп_НачисленияПенсий,уп_НачисленияПенсий,ВТ_ДокументыСторно,ВТ_ДокументыСторно,уп_НачисленияПенсий.Регистратор = ВТ_ДокументыСторно.ДокументСторно
269,ВТ_МГД,LEFT JOIN,ВТ_ПенсионныеДоговоры,ВТ_ПенсионныеДоговоры,ВТ_МГД_ПР,ВТ_МГД_ПР,ВТ_ПенсионныеДоговоры.ПенсионныйДоговор = ВТ_МГД_ПР.ПенсионныйДоговор
270,ВТ_Умершие,INNER JOIN,ВТ_ПенсионныеСчета_Свойства,ВТ_ПенсионныеСчета_Свойства,ВТ_СостоянияПенсионныхСчетов,ВТ_СостоянияПенсионныхСчетов,ВТ_ПенсионныеСчета_Свойства.ПенсионныйСчет = ВТ_СостоянияПенсионныхСчетов.ПенсионныйСчет
275,ВТ_Срочники,INNER JOIN,ВТ_СостоянияПенсионныхСчетов,ВТ_СостоянияПенсионныхСчетов,ВТ_Схемы_Свойства,ВТ_Схемы_Свойства,ВТ_СхемыПенсионныхСчетов.Схема = ВТ_Схемы_Свойства.Схема
283,ВТ_ОстаткиВыплат,LEFT JOIN,ВТ_КоличествоВыплат,ВТ_КоличествоВыплат,ВТ_РасходВыплат,ВТ_РасходВыплат,ВТ_КоличествоВыплат.ПенсионныйСчет = ВТ_РасходВыплат.ПенсионныйСчет
284,ВТ_ПоследниеВыплаты,INNER JOIN,РегистрНакопления.уп_СчетчикНачислений,уп_СчетчикНачислений,ВТ_ПенсионныеСчета,ВТ_ПенсионныеСчета,уп_СчетчикНачислений.НомерСчета = ВТ_ПенсионныеСчета.ПенсионныйСчет
290,ВТ_РасчетныеСуммыПенсий,INNER JOIN,ВТ_Срочники,ВТ_Срочники,ВТ_ОстаткиВыплат,ВТ_ОстаткиВыплат,ВТ_Срочники.ПенсионныйСчет = ВТ_ОстаткиВыплат.ПенсионныйСчет
290,ВТ_РасчетныеСуммыПенсий,INNER JOIN,ВТ_Срочники,ВТ_Срочники,ВТ_Суммы,ВТ_Суммы,ВТ_Срочники.ПенсионныйСчет = ВТ_Суммы.ПенсионныйСчет
291,ВТ_РазмерПенсий,INNER JOIN,ВТ_ВыплатныеСчета,ВТ_ВыплатныеСчета,ВТ_Схемы_Свойства,ВТ_Схемы_Свойства,ВТ_СхемыПенсионныхСчетов.Схема = ВТ_Схемы_Свойства.Схема
291,ВТ_РазмерПенсий,LEFT JOIN,ВТ_ВыплатныеСчета,ВТ_ВыплатныеСчета,ВТ_РазмерПенсийФикс,ВТ_РазмерПенсий,ВТ_ВыплатныеСчета.ПенсионныйСчет = ВТ_РазмерПенсий.ПенсионныйСчет
291,ВТ_РазмерПенсий,LEFT JOIN,ВТ_ВыплатныеСчета,ВТ_ВыплатныеСчета,ВТ_РасчетныеСуммыПенсий,ВТ_РасчетныеСуммыПенсий,ВТ_ВыплатныеСчета.ПенсионныйСчет = ВТ_РасчетныеСуммыПенсий.ПенсионныйСчет
292,ВТ_ДополнительноВыкупнаяВкдачикуНетСПТ,INNER JOIN,ВТ_ПенсионныеСчета_Свойства,ВТ_ПенсионныеСчета_Свойства,ВТ_НеТранзитныеВидыНачалоКонец,ВТ_НеТранзитныеВидыНачалоКонец,ВТ_ПенсионныеСчета_Свойства.ПенсионныйСчет = ВТ_НеТранзитныеВидыНачалоКонец.ПенсионныйСчет
292,ВТ_ДополнительноВыкупнаяВкдачикуНетСПТ,LEFT JOIN,ВТ_ПенсионныеСчета_Свойства,ВТ_ПенсионныеСчета_Свойства,ВТ_Суммы,ВТ_Суммы,ВТ_ПенсионныеСчета_Свойства.ПенсионныйСчет = ВТ_Суммы.ПенсионныйСчет
292,ВТ_ДополнительноВыкупнаяВкдачикуНетСПТ,LEFT JOIN,ВТ_ПенсионныеСчета_Свойства,ВТ_ПенсионныеСчета_Свойства,ВТ_РасчетнаяДатаВС,ВТ_РасчетнаяДатаВС,ВТ_ПенсионныеСчета_Свойства.ПенсионныйСчет = ВТ_РасчетнаяДатаВС.ПенсионныйСчет
293,ВТ_РезультатПредв,INNER JOIN,ВТ_ПенсионныеСчета_Свойства,ВТ_ПенсионныеСчета_Свойства,ВТ_НеТранзитныеВидыНачалоКонец,ВТ_НеТранзитныеВидыНачалоКонец,ВТ_ПенсионныеСчета_Свойства.ПенсионныйСчет = ВТ_НеТранзитныеВидыНачалоКонец.ПенсионныйСчет
293,ВТ_РезультатПредв,INNER JOIN,ВТ_ПенсионныеСчета_Свойства,ВТ_ПенсионныеСчета_Свойства,ВТ_ПенсионныеДоговоры_Свойства,ВТ_ПенсионныеДоговоры_Свойства,ВТ_ПенсионныеСчета_Свойства.ПенсионныйДоговор = ВТ_ПенсионныеДоговоры_Свойства.ПенсионныйДоговор
293,ВТ_РезультатПредв,INNER JOIN,ВТ_ПенсионныеСчета_Свойства,ВТ_ПенсионныеСчета_Свойства,ВТ_ИдентификаторыКонтрагентов_Старые,ВТ_ИдентификаторыКонтрагентов,ВТ_ПенсионныеСчета_Свойства.Вкладчик = ВТ_ИдентификаторыКонтрагентов.Контрагент
293,ВТ_РезультатПредв,INNER JOIN,ВТ_ПенсионныеСчета_Свойства,ВТ_ПенсионныеСчета_Свойства,ВТ_ИдентификаторыКонтрагентов,ВТ_ИдентификаторыКонтрагентов_Новые,ВТ_ПенсионныеСчета_Свойства.Вкладчик = ВТ_ИдентификаторыКонтрагентов_Новые.Контрагент
293,ВТ_РезультатПредв,INNER JOIN,ВТ_ПенсионныеСчета_Свойства,ВТ_ПенсионныеСчета_Свойства,ВТ_ИдентификаторыКонтрагентов,ВТ_ИдентификаторыКонтрагентов_Участники,ВТ_ПенсионныеСчета_Свойства.Участник = ВТ_ИдентификаторыКонтрагентов_Участники.Контрагент
293,ВТ_РезультатПредв,LEFT JOIN,ВТ_ПенсионныеСчета_Свойства,ВТ_ПенсионныеСчета_Свойства,ВТ_Схемы_Свойства,ВТ_Схемы_Свойства,ВТ_СхемыПенсионныхСчетов.Схема = ВТ_Схемы_Свойства.Схема
293,ВТ_РезультатПредв,LEFT JOIN,ВТ_ПенсионныеСчета_Свойства,ВТ_ПенсионныеСчета_Свойства,ВТ_Суммы,ВТ_Суммы,ВТ_ПенсионныеСчета_Свойства.ПенсионныйСчет = ВТ_Суммы.ПенсионныйСчет
293,ВТ_РезультатПредв,LEFT JOIN,ВТ_ПенсионныеСчета_Свойства,ВТ_ПенсионныеСчета_Свойства,ВТ_ИдентификаторыКонтрагентов_Старые,ВТ_ИдентификаторыУчастников,ВТ_ПенсионныеСчета_Свойства.Участник = ВТ_ИдентификаторыУчастников.Контрагент
293,ВТ_РезультатПредв,LEFT JOIN,ВТ_ПенсионныеСчета_Свойства,ВТ_ПенсионныеСчета_Свойства,ВТ_ФизическиеЛица_Свойства,ВТ_ФизическиеЛица_Свойства,ВТ_ФизическиеЛица.ФизическоеЛицо = ВТ_ФизическиеЛица_Свойства.ФизическоеЛицо
293,ВТ_РезультатПредв,LEFT JOIN,ВТ_ПенсионныеСчета_Свойства,ВТ_ПенсионныеСчета_Свойства,ВТ_СостоянияПенсионныхСчетов,ВТ_СостоянияПенсионныхСчетов,ВТ_ПенсионныеСчета_Свойства.ПенсионныйСчет = ВТ_СостоянияПенсионныхСчетов.ПенсионныйСчет
293,ВТ_РезультатПредв,LEFT JOIN,ВТ_ПенсионныеСчета_Свойства,ВТ_ПенсионныеСчета_Свойства,ВТ_МГД,ВТ_МГД,ВТ_ПенсионныеСчета_Свойства.ПенсионныйДоговор = ВТ_МГД.ПенсионныйДоговор
293,ВТ_РезультатПредв,LEFT JOIN,ВТ_ПенсионныеСчета_Свойства,ВТ_ПенсионныеСчета_Свойства,ВТ_ПериодичностьВыплат,ВТ_ПериодичностьВыплат,ВТ_ПенсионныеСчета_Свойства.ПенсионныйСчет = ВТ_ПериодичностьВыплат.НомерСчета
293,ВТ_РезультатПредв,LEFT JOIN,ВТ_ПенсионныеСчета_Свойства,ВТ_ПенсионныеСчета_Свойства,ВТ_ПенсионныеСчета_НачалоВыплат,ВТ_ПенсионныеСчета_НачалоВыплат,ВТ_ПенсионныеСчета_Свойства.ПенсионныйСчет = ВТ_ПенсионныеСчета_НачалоВыплат.ПенсионныйСчет
293,ВТ_РезультатПредв,LEFT JOIN,ВТ_ПенсионныеСчета_Свойства,ВТ_ПенсионныеСчета_Свойства,ВТ_КоличествоВыплат,ВТ_КоличествоВыплат,ВТ_ПенсионныеСчета_Свойства.ПенсионныйСчет = ВТ_КоличествоВыплат.ПенсионныйСчет
293,ВТ_РезультатПредв,LEFT JOIN,ВТ_ПенсионныеСчета_Свойства,ВТ_ПенсионныеСчета_Свойства,ВТ_Выплаты,ВТ_Выплаты,ВТ_ПенсионныеСчета_Свойства.ПенсионныйСчет = ВТ_Выплаты.ПенсионныйСчет
293,ВТ_РезультатПредв,LEFT JOIN,ВТ_ПенсионныеСчета_Свойства,ВТ_ПенсионныеСчета_Свойства,ВТ_Переводы,ВТ_Переводы,ВТ_ПенсионныеСчета_Свойства.ПенсионныйСчет = ВТ_Переводы.ПенсионныйСчет
293,ВТ_РезультатПредв,LEFT JOIN,ВТ_ПенсионныеСчета_Свойства,ВТ_ПенсионныеСчета_Свойства,ВТ_ОстаткиВыплат,ВТ_ОстаткиВыплат,ВТ_ПенсионныеСчета_Свойства.ПенсионныйСчет = ВТ_ОстаткиВыплат.ПенсионныйСчет
293,ВТ_РезультатПредв,LEFT JOIN,ВТ_ПенсионныеСчета_Свойства,ВТ_ПенсионныеСчета_Свойства,ВТ_ПоследниеВыплаты,ВТ_ПоследниеВыплаты,ВТ_ПенсионныеСчета_Свойства.ПенсионныйСчет = ВТ_ПоследниеВыплаты.ПенсионныйСчет
293,ВТ_РезультатПредв,LEFT JOIN,ВТ_ПенсионныеСчета_Свойства,ВТ_ПенсионныеСчета_Свойства,ВТ_ДатыОкончанияСрочныхВыплат,ВТ_ДатыОкончанияСрочныхВыплат,ВТ_ПенсионныеСчета_Свойства.ПенсионныйСчет = ВТ_ДатыОкончанияСрочныхВыплат.ПенсионныйСчет
293,ВТ_РезультатПредв,LEFT JOIN,ВТ_ПенсионныеСчета_Свойства,ВТ_ПенсионныеСчета_Свойства,ВТ_Умершие,ВТ_Умершие,ВТ_ПенсионныеСчета_Свойства.Участник = ВТ_Умершие.Участник
293,ВТ_РезультатПредв,LEFT JOIN,ВТ_ПенсионныеСчета_Свойства,ВТ_ПенсионныеСчета_Свойства,ВТ_РазмерПенсий,ВТ_РазмерПенсий,ВТ_ПенсионныеСчета_Свойства.ПенсионныйСчет = ВТ_РазмерПенсий.ПенсионныйСчет
