node_id,node_name,join_type,left_source,left_alias,right_source,right_alias,on_expression
77,Часть_2,LEFT JOIN,ВТ_ТранзитныеВидыНачалоКонец,ВТ_ТранзитныеВидыНачалоКонец,РегистрНакопления.уп_Резервы,уп_Резервы,уп_Резервы.НомерСчета = ВТ_ТранзитныеВидыНачалоКонец.ПенсионныйСчет
78,Часть_1,LEFT JOIN,ВЫБРАТЬ,ВЫБРАТЬ,РегистрНакопления.уп_Резервы,уп_Резервы,уп_Резервы.НомерСчета = ВТ_ТранзитныеВидыНачалоКонец.ПенсионныйСчет
78,Часть_1,LEFT JOIN,ВЫБРАТЬ,ВЫБРАТЬ,РегистрНакопления.уп_Резервы,уп_Резервы,уп_Резервы.НомерСчета = ВТ_ТранзитныеВидыНачалоКонец.ПенсионныйСчет
79,Часть_2,LEFT JOIN,ВТ_ТранзитныеВидыНачалоКонец,ВТ_ТранзитныеВидыНачалоКонец,РегистрНакопления.уп_ВозвратыПрочихНачисленийНПО,уп_ВозвратыПрочихНачисленийНПО,уп_ВозвратыПрочихНачисленийНПО.НомерСчета = ВТ_ТранзитныеВидыНачалоКонец.ПенсионныйСчет
80,Часть_3,LEFT JOIN,ВТ_ТранзитныеВидыНачалоКонец,ВТ_ТранзитныеВидыНачалоКонец,РегистрНакопления.уп_ВозвратыПрочихНачисленийНПО,уп_ВозвратыПрочихНачисленийНПО,уп_ВозвратыПрочихНачисленийНПО.НомерСчета = ВТ_ТранзитныеВидыНачалоКонец.ПенсионныйСчет
81,Часть_4,LEFT JOIN,ВТ_ТранзитныеВидыНачалоКонец,ВТ_ТранзитныеВидыНачалоКонец,РегистрНакопления.уп_ВозвратыПенсийНПО,уп_ВозвратыПенсийНПО,уп_ВозвратыПенсийНПО.НомерСчета = ВТ_ТранзитныеВидыНачалоКонец.ПенсионныйСчет
82,Часть_5,LEFT JOIN,ВТ_ТранзитныеВидыНачалоКонец,ВТ_ТранзитныеВидыНачалоКонец,РегистрНакопления.уп_ВозвратыПенсийНПО,уп_ВозвратыПенсийНПО,уп_ВозвратыПенсийНПО.НомерСчета = ВТ_ТранзитныеВидыНачалоКонец.ПенсионныйСчет
83,ВТ_Суммы_ПР_ТранзитныеВиды,LEFT JOIN,ВТ_ОстаткиТранзитныеВиды,ВТ_ОстаткиТранзитныеВиды,РегистрНакопления.уп_Поступления,уп_Поступления,уп_Поступления.НомерСчета = ВТ_ТранзитныеВидыНачалоКонец.ПенсионныйСчет
83,ВТ_Суммы_ПР_ТранзитныеВиды,LEFT JOIN,ВТ_ОстаткиТранзитныеВиды,ВТ_ОстаткиТранзитныеВиды,РегистрНакопления.уп_ИнвестДоход,уп_ИнвестДоход,уп_ИнвестДоход.НомерСчета = ВТ_ТранзитныеВидыНачалоКонец.ПенсионныйСчет
83,ВТ_Суммы_ПР_ТранзитныеВиды,LEFT JOIN,ВТ_ОстаткиТранзитныеВиды,ВТ_ОстаткиТранзитныеВиды,РегистрНакопления.уп_ЗадолженностьПоПенсиям,уп_ЗадолженностьПоПенсиям,уп_ЗадолженностьПоПенсиям.НомерСчета = ВТ_ТранзитныеВидыНачалоКонец.ПенсионныйСчет
